xy,address,ward,scientific_name,common_name,disease,pests,condition,fam_name,genus_name
POINT (-77.034261115600003 38.986082404400001),1421 LOCUST RD NW,4,Acer platanoides,Norway maple,,,Fair,Aceraceae,Acer
POINT (-76.9791260919 38.886698266),1740 BAY ST SE,6,Ginkgo biloba (male),Ginkgo (male),,,Fair,Ginkgoaceae,Ginkgo
POINT (-77.060271452099997 38.977314635200003),6650 BARNABY ST NW,4,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-77.023781569099995 38.917683908400001),OPP 815 V ST NW,1,Ulmus americana 'Princeton',Princeton elm,,,Excellent,Ulmaceae,Ulmus
POINT (-77.039452206 38.931404845099998),1708 LAMONT ST NW,1,Zelkova serrata,Japanese zelkova,,,Fair,Ulmaceae,Zelkova
POINT (-77.059545337499998 38.969820154700002),OPP 2828 RITTENHOUSE ST NW,4,Acer platanoides,Norway maple,,,Fair,Aceraceae,Acer
POINT (-77.056589236500002 38.972324793799999),opp 6286 29TH ST NW,4,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.023596002700003 38.917865995500001),815 V ST NW,1,Quercus rubra,Red oak,,,Excellent,Fagaceae,Quercus
POINT (-76.982593592399994 38.922292370599997),1515 MONTANA AVE NE,5,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.051495209199999 38.899151213499998),730 24TH ST NW,2,,,,,,Aceraceae,Acer
POINT (-77.033101992300004 38.949704925799999),1300 BLK EMERSON ST NW,4,Cercis species,Redbud,,,Fair,Fabaceae,Cercis
POINT (-76.988386035 38.900903935),818 13TH ST NE,6,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.0862790674 38.931074639099997),Opp 3039 44TH ST NW,3,Metasequoia glyptostroboides,Dawn redwood,,,Excellent,Cupressaceae,Metasequoia
POINT (-77.018866835099999 38.905086219300003),1127 5TH ST NW,2,Quercus coccinea,Scarlet oak,,,Fair,Fagaceae,Quercus
POINT (-77.047198851499999 38.916688201900001),2100 CALIFORNIA ST NW/ CONNECTICUT,2,Ulmus 'Accolade',Elm (Accolade),,,Good,Ulmaceae,Ulmus
POINT (-77.016247687399996 38.876346530799999),356 M ST SW,6,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.081633458400006 38.943219199),4100 BLK VAN NESS ST NW,3,Cornus florida,Flowering Dogwood,,,Good,Cornaceae,Cornus
POINT (-77.058683297200005 38.959962340499999),5351 29TH ST NW,4,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-76.990565752500004 38.905317651200001),1120 NEAL ST NE,5,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-77.07564189199999 38.9498171539),4601 NEBRASKA AVE NW,3,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.075427314699994 38.946339250800001),3805 YUMA ST NW,3,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-77.076028068699998 38.947857179899998),3812 ALBEMARLE ST NW,3,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.071408926800004 38.949747680599998),3643 BRANDYWINE ST NW,3,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-77.074675244800005 38.945803510399998),4300 38TH ST NW,3,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-76.918875244299997 38.900208168200002),832 EASTERN AVE NE,7,,,,,,Ulmaceae,Zelkova
POINT (-77.063618502599994 38.963856238399998),5509 NEBRASKA AVE NW,4,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.036978750800003 38.909593296799997),1600 of blk P ST NW,2,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.004316817100005 38.943417821200001),100 blk VICTOR ST NE/1st st,5,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-76.999579186299997 38.8983386329),636 5TH ST NE,6,Tilia americana,American linden,,,Good,Tiliaceae,Tilia
POINT (-76.982953776100004 38.921361937599997),2336 15TH ST NE,5,,,,,,Null,
POINT (-77.013589600399996 38.918373142500002),2106 FLAGLER PL NW,5,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.030885770300003 38.916342903),1337 WALLACH PL NW,1,Acer platanoides,Norway maple,,,Poor,Aceraceae,Acer
POINT (-77.068599972599998 38.913733363600002),3417 R ST NW,2,Celtis occidentalis,,,,Excellent,Aceraceae,Acer
POINT (-77.001549184 38.914783820499999),OPP 310 SEATON PL NE,5,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.044827111199993 38.900345320299998),800 BLK 20TH ST NW,2,Tilia tomentosa,Silver linden,,,Good,Tiliaceae,Tilia
POINT (-77.027152669 38.912419787200001),1640 11TH ST NW,2,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.065939824500006 38.932501887),3314 LOWELL ST NW,3,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.066320693600005 38.961472562200001),5425 33RD ST NW,3,Ulmus americana 'Princeton',Princeton elm,,,Good,Ulmaceae,Ulmus
POINT (-77.025534634899998 38.949089461100002),900 BLK DELAFIELD PL NW,4,Ginkgo biloba,Ginkgo,,,Good,Ginkgoaceae,Ginkgo
POINT (-76.983425807900005 38.943468921899999),1600 blk Varnum Pl NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.029628363900002 38.936570070199998),3701 13TH ST NW,4,Quercus bicolor,Swamp white oak,,,Dead,Fagaceae,Quercus
POINT (-77.010591720600004 38.875754174800001),1222 HALF ST SW,6,Platanus species,Plane tree,,,Good,Platanaceae,Platanus
POINT (-77.005761947799996 38.877961802100003),1000 BLK 1ST ST SE,6,Quercus macrocarpa,Bur oak,,,Good,Fagaceae,Quercus
POINT (-76.996905250500006 38.8813317957),638 G ST SE,6,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-76.960769376200005 38.879191357800003),3216 MINNESOTA AVE SE,7,,,,,,,
POINT (-76.935147883300004 38.892879300300002),3600 BLK BROOKS ST NE,7,,,,,,,
POINT (-77.019174852299997 38.969988751800003),421 VAN BUREN ST NW,4,Prunus species,Cherry,,,Fair,Rosaceae,Prunus
POINT (-77.010719564499993 38.878576324800001),900 BLK HALF ST SW,6,Quercus imbricaria,Shingle oak,,,Good,Fagaceae,Quercus
POINT (-76.99466311099999 38.921635811),800 blk RHODE ISLAND AVE NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.998102428600006 38.881332525200001),604 G ST SE,6,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Excellent,Hamamelidaceae,Liquidambar
POINT (-77.019192772699995 38.9134146759),505 RHODE ISLAND AVE NW,2,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.936788351199993 38.877807889899998),1116 44TH PL SE,7,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-77.046245244199994 38.905750850799997),2033 M ST NW,2,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.038409764600004 38.908431421499998),1355 17TH ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.988711592100003 38.879108981),OPP 1239 POTOMAC AVE SE,6,Ulmus americana 'New Harmony',New Harmony elm,,,Good,Ulmaceae,Ulmus
POINT (-76.936426111599999 38.889787384900004),4600 BLK EAST CAPITOL ST (MEDIAN),7,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.035694988100005 38.910432979799999),1527 CHURCH ST NW,2,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.009596671899999 38.967290374900003),14 TUCKERMAN ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.947182612299997 38.890098706499998),UNIT BLK 40TH ST NE,7,Acer saccharinum,Silver maple,,,Good,Aceraceae,Acer
POINT (-77.023161984200001 38.958543430799999),719 MADISON ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.985209377299995 38.931895020399999),1430 LAWRENCE ST NE,5,Tilia species,Linden,,,Good,Tiliaceae,Tilia
POINT (-77.0355523379 38.972213186099999),1440 ASPEN ST NW,4,Gleditsia triacanthos var. inermis,Thornless honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.023871380700001 38.897754202100003),600 BLK 9TH ST NW,2,Ulmus americana 'Princeton',Princeton elm,,,Good,Ulmaceae,Ulmus
POINT (-76.997820917 38.946329320499999),612 BUCHANAN ST NE,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.977941291199997 38.942918219200003),1904 VARNUM ST NE,5,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.027141874899996 38.934179430500002),3555 10TH ST NW,1,Ginkgo biloba,Ginkgo,,,Fair,Ginkgoaceae,Ginkgo
POINT (-76.978251577099996 38.938616404900003),4007 19TH ST NE/Randolph,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.948473894100005 38.888993583500003),"East Capitol St., between Burns & B Sts., SE",7,,,,,,,
POINT (-77.053179606300006 38.926177079399999),2722 CONNECTICUT AVE NW,3,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.003568988699996 38.832019427200002),100 blk YUMA ST SE,8,,,,,,Fabaceae,Cladrastis
POINT (-77.0034149337 38.8320248474),100 blk YUMA ST SE,8,,,,,,Null,Other
POINT (-77.003384648799994 38.8321731013),100 BLK YUMA ST SE,8,,,,,,Magnoliaceae,Magnolia
POINT (-77.0022573631 38.898826514500001),215 G STREET NE,6,,,,,,,
POINT (-76.9708823032 38.9144239695),"24th St. and Rand Pl., NE",5,,,,,,,
POINT (-77.049283383900004 38.914151456900001),2213 S ST NW,2,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-77.067513296 38.933448476499997),3410 MACOMB ST NW,3,Malus species,Crabapple,,,Good,Rosaceae,Malus
POINT (-77.0585732917 38.907635054899998),2910 DUMBARTON ST NW,2,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.004931404 38.911815760400003),143 QUINCY PL NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.965186158199998 38.874562080700002),2923 N ST SE,7,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-77.0833344009 38.910644760099999),4458 Q ST NW,3,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.038200855900001 38.911916030299999),1600 BLK CORCORAN ST NW,2,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-76.984741922699996 38.879156776199999),1424 IVES PL SE,6,Syringa reticulata,Lilac,,,Good,Oleaceae,Syringa
POINT (-76.981342301699996 38.867224069300001),1621 T ST SE,8,,,,,,Aceraceae,Acer
POINT (-76.979990808099998 38.855118457700001),1701 GAINESVILLE ST SE,8,Gleditsia triacanthos var. inermis 'Skyline',Skyline honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-76.979479359400003 38.85621291),OPP 1729 FRANKFORD ST SE,8,Quercus lyrata,Overcup oak,,,Good,Fagaceae,Quercus
POINT (-76.983344453200004 38.924467863499999),1445 EVARTS ST NE,5,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.009965000500003 38.8244517336),59 GALVESTON PL SW,8,,,,,,,
POINT (-77.027156076400004 38.904545529799996),1100 11TH ST NW,2,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.008932725700006 38.901974032),941 NORTH CAPITOL ST BN,6,Quercus bicolor,Swamp white oak,,,Fair,Fagaceae,Quercus
POINT (-76.9482669163 38.901029487),700 BLK PARKSIDE PL NE,7,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.031586177799994 38.968959862600002),1348 UNDERWOOD ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.989262138699999 38.928730299599998),1242 IRVING ST NE,5,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.046700473200005 38.920599703100002),1947 BELMONT RD NW,1,Ginkgo biloba (male),Ginkgo (male),,,Excellent,Ginkgoaceae,Ginkgo
POINT (-76.91879408699999 38.8890314446),21 57TH ST SE,7,Quercus palustris,Pin oak,,,Good,Null,Other
POINT (-77.082088719699996 38.9597159916),5314 42ND ST NW,3,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.945083684 38.904708083300001),4020 LANE PL NE,7,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.942662134200006 38.885766727700002),4360 DUBOIS PL SE,7,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.958172050300007 38.894723603400003),3341 DIX ST NE,7,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Gymnocladus
POINT (-76.9358333789 38.885584548499999),4627 BENNING RD SE,7,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.026045594600006 38.9563386146),901 KENNEDY ST NW,4,,,,,Good,Ulmaceae,Ulmus
POINT (-76.935556539299995 38.885309221),0 BENNING RD SE,7,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.987186023800007 38.889887114799997),1332 EAST CAPITOL ST ,6,Ulmus species,Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.054407711099998 38.948323398500001),2801 ALBEMARLE ST NW,3,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.003591411399995 38.898204437),600 BLK 2ND ST NE,6,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.027109033100004 38.9196759628),2214 11TH ST NW,1,Halesia carolina,Carolina silverbell,,,Excellent,Styracaceae,Halesia
POINT (-77.022764054700005 38.938600446300001),3800 BLK NEW HAMPSHIRE AVE NW,4,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-76.999584095499998 38.8880325258),121 5TH ST SE,6,Tilia americana,American linden,,,Fair,Tiliaceae,Tilia
POINT (-77.0726484992 38.913296806799998),1600 BLOCK 37TH ST NW,2,Quercus phellos,Willow oak,,,Excellent,Fagaceae,Acer
POINT (-77.042146201199998 38.907106773800002),1250 CONNECTICUT AVE NW,2,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-77.034441718699995 38.906036156399999),1201 15TH ST NW,2,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-76.997101610300007 38.879563341100003),600 BLK VIRGINIA AVE SE,6,Quercus bicolor,Swamp white oak,,,Excellent,Fagaceae,Quercus
POINT (-76.998522304700003 38.884827559100003),323 6TH ST SE,6,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Cladrastis
POINT (-76.921362317499998 38.884128481600001),5526 C ST SE,7,,,,,,,
POINT (-77.023914292699999 38.941865873200001),812 UPSHUR ST NW,4,Platanus species,Plane tree,,,Good,Platanaceae,Platanus
POINT (-76.980379539799998 38.929075984299999),1704 IRVING ST NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.0260582656 38.919008507100003),2126 10TH ST NW,1,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.97456746 38.897270723600002),2000 BLK GALES ST NE,7,Celtis laevigata,Sugarberry,,,Good,Ulmaceae,Celtis
POINT (-77.057237057899997 38.935453642100001),2749 ORDWAY ST NW,3,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.016768407 38.918522649899998),200 BLK V ST NW,1,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.998571393700004 38.830796102599997),4000 6TH ST SE,8,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.070787968800005 38.947958154),3611 ALBEMARLE ST NW,3,Ulmus pumila,Siberian elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.074683841199999 38.945953188899999),4300 38TH ST NW,3,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-77.074778485400003 38.950682583400003),3800 CHESAPEAKE ST NW,3,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-77.090453632099994 38.931298753199997),4550 KLINGLE ST NW,3,Acer ginnala,Amur maple,,,Excellent,Aceraceae,Acer
POINT (-77.030516840399997 38.9519326279),1307 GALLATIN ST NW,4,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-76.986823498 38.893791026899997),301 TENNESSEE AVE NE,6,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.989065349100002 38.891111407099999),127 TENNESSEE AVE NE,6,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-76.977478512299996 38.867536255499999),1844 T ST SE,8,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.984758988 38.919946641599999),1341 ADAMS ST NE,5,Prunus 'Snow Goose',Cherry (Snowgoose),,,Fair,Rosaceae,Prunus
POINT (-77.01624761399999 38.958261258299999),5614 3RD ST NW,4,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-77.074544435700005 38.948371325899998),4511 38TH ST NW,3,Acer saccharum,Sugar maple,,,Excellent,Aceraceae,Acer
POINT (-76.972735795199995 38.904580603600003),2106 MARYLAND AVE NE,5,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.054577942899996 38.949097807500003),4521 28TH ST NW,3,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.033205570099994 38.913763140500002),1700 BLK JOHNSON AVE NW,2,Acer platanoides,Norway maple,,,Fair,Aceraceae,Acer
POINT (-77.037775637500005 38.907608225499999),1600 MASSACHUSETTS AVE NW,2,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.964357460599999 38.934615448499997),3101 RHODE ISLAND AVE NE/Newton St,5,Carpinus caroliniana,Ironwood,,,Poor,Betulaceae,Carpinus
POINT (-77.009369513899998 38.918064881299998),OPP 3 V ST NW,5,,,,,,Aceraceae,Acer
POINT (-77.078475626400007 38.926654407599997),3929 WATSON PL NW/fulton st,3,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.0361911886 38.942990221400002),1500 BLK VARNUM ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.9774297007 38.888729058300001),1834 A ST SE,6,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.03008443 38.950755243800003),1302 FARRAGUT ST NW,4,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.075020826400007 38.919996832099997),2329 HUIDEKOPER PL NW,3,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.965984521699994 38.858902563699999),OPP 2863 DENVER ST SE,7,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.047723767400001 38.909712784900002),OPP 2122 P ST NW,2,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.981527746200001 38.90296388),1018 BLADENSBURG RD NE Median,5,Ulmus species,Elm,,,Good,Ulmaceae,Ulmus
POINT (-76.982121010300006 38.927447541200003),,,Other (See Notes),Other (See Notes),,,Excellent,,
POINT (-76.988130724900003 38.898967201300003),1300 G ST NE,6,Lagerstroemia indica,Crape myrtle,,,Fair,Lythraceae,Lagerstroemia
POINT (-77.047580438799997 38.918800191400003),2000 blk KALORAMA RD NW,1,Cercidiphyllum japonicum,Katsuratree,,,Excellent,Cercidiphyllaceae,Cercidiphyllum
POINT (-77.013312974900003 38.921095238699998),opp 130 BRYANT ST NW/1st St,1,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.976302776699995 38.904869855699999),opp 1133 19TH ST NE,5,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-76.9994461573 38.8778426537),OPP 1051 5TH ST SE,6,,,,,,Tiliaceae,Tilia
POINT (-77.032635490299995 38.938137726699999),3821 14TH ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.969065773799997 38.928793452800001),3030 SOUTH DAKOTA AVE NE,5,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.999938844400006 38.941011115099997),200 BLK HAWAII AVE NE,5,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-76.992488306799999 38.923868548400002),2626 10TH ST NE,5,Liquidambar styraciflua,Sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-77.003438349500001 38.913765978699999),1700 BLK 2ND ST NE,5,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.977334713100007 38.942762015900001),4320 19TH PL NE,5,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-77.068340591799995 38.934706330899999),opp 3456 NEWARK ST NW,3,Platanus x acerifolia,London plane tree,,,Excellent,Platanaceae,Platanus
POINT (-76.979922126199995 38.939207760400002),4000 blk S. Dakota Ave NE,5,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.000510132800002 38.884444233399996),OPP 327 4TH ST SE,6,Ginkgo biloba,Ginkgo,,,Good,Ginkgoaceae,Ginkgo
POINT (-77.013770947099999 38.949934578600001),118 EMERSON ST NW,4,Prunus virginiana,Chokecherry,,,Dead,Rosaceae,Prunus
POINT (-77.004351101 38.885126868699999),136 D ST SE,6,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-76.970464199899993 38.8677189422),2515 NAYLOR RD SE,8,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.050173335 38.916887222299998),OPP 2218 WYOMING AVE NW,2,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Excellent,Hamamelidaceae,Liquidambar
POINT (-76.981598356 38.906131910299997),opp 1627 HOLBROOK ST NE/childress,5,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-77.003569177800003 38.9215683157),2406 2ND ST NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.045751684899997 38.920965145499999),2406 19TH ST NW,1,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Fair,Hamamelidaceae,Liquidambar
POINT (-76.957496931700007 38.860117219899998),2406 34TH ST SE,7,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.998302497500006 38.947514597800001),4711 6TH PL NE/Buchanan,5,Quercus species,Oak,,,Good,Fagaceae,Quercus
POINT (-77.056261838 38.961637688300002),5420 27TH ST NW,4,,,,,Good,,
POINT (-77.01927720099999 38.937824952299998),503 QUINCY ST NW,4,Acer species,Maple,,,Good,Aceraceae,Acer
POINT (-77.037509055599998 38.951502361199999),4875 COLORADO AVE NW,4,Pyrus calleryana 'Bradford',Bradford callery pear,,,Fair,Rosaceae,Pyrus
POINT (-77.018163163400004 38.969988347499999),421 VAN BUREN ST NW,4,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.987810679600003 38.950335911099998),1256 EMERSON ST NE,5,Pyrus calleryana 'Bradford',Bradford callery pear,,,Good,Rosaceae,Pyrus
POINT (-76.965749280799997 38.854036950500003),OPP 2908 30TH ST SE,8,,,,,Good,Ulmaceae,Ulmus
POINT (-76.925877158199995 38.8856908984),OPP 207 53RD ST SE,7,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.088603226499998 38.9502497561),Opp 4610 45TH ST NW,3,,,,,,Ulmaceae,Zelkova
POINT (-76.986982921399999 38.910460244900001),1721 CAPITOL AVE NE,5,Ginkgo biloba,Ginkgo,,,Good,Ginkgoaceae,Ginkgo
POINT (-77.059402762600001 38.911258010899999),3000 BLK CAMBRIDGE PL NW,2,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-77.046719814799999 38.900856894500002),900 BLK 21ST ST NW/I ST,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.030878924299998 38.946088094099999),1322 BUCHANAN ST NW,4,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.042724798799995 38.901283688100001),1850  I ST NW,2,Platanus x acerifolia,London plane tree,,,Fair,Platanaceae,Platanus
POINT (-77.040820206899994 38.895355254),1730 E ST NW,2,Quercus lyrata,Overcup oak,,,Good,Fagaceae,Quercus
POINT (-77.0105921655 38.873477316799999),1346 HALF ST SW,6,Acer saccharum,Sugar maple,,,Poor,Aceraceae,Acer
POINT (-77.045751045399996 38.912666077300003),2009 R ST NW,2,Tilia cordata,Littleleaf linden,,,Poor,Tiliaceae,Tilia
