xy,address,ward,scientific_name,common_name,disease,pests,condition,fam_name,genus_name
POINT (-76.976435114400005 38.928814698300002),1927 RHODE ISLAND AVE NE,5,Quercus phellos,Willow oak,,,Poor,Fagaceae,Quercus
POINT (-76.936652491700002 38.901013163099996),824 46TH ST NE,7,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.937879827299994 38.901446421400003),4417 JAY ST NE,7,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-76.9946401423 38.830905767700003),800 BLK ATLANTIC ST SE,8,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Cladrastis
POINT (-76.9954018018 38.830905823599998),729 ATLANTIC ST SE,8,Carpinus caroliniana,Ironwood,,,Good,Betulaceae,Carpinus
POINT (-77.058523478500007 38.930164253),2824 DEVONSHIRE PL NW,3,Liquidambar styraciflua,Sweetgum,,,Excellent,Hamamelidaceae,Liquidambar
POINT (-76.999028746500002 38.9622172901),5900 blk 6TH ST NE,4,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Gymnocladus
POINT (-76.99504791699999 38.958898772700003),700 blk OGLETHORPE ST NE,4,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-76.99536080199999 38.960066340399997),5834 EASTERN AVE NE,4,Malus species,Crabapple,,,Excellent,Rosaceae,Malus
POINT (-77.036495611399999 38.959726604499998),5720 16TH ST NW,4,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-77.000745066899995 38.962654192099997),409 PEABODY ST NE,4,Tilia cordata,Littleleaf linden,,,Excellent,Tiliaceae,Tilia
POINT (-77.016250847699993 38.9611159667),5826 3RD ST NW,4,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-76.999625856400002 38.961218644100001),541 OGLETHORPE ST NE,4,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Excellent,Ulmaceae,Zelkova
POINT (-77.033886245600002 38.959346068400002),1403 MONTAGUE ST NW,4,Liriodendron tulipifera,Tulip poplar,,,Good,Magnoliaceae,Liriodendron
POINT (-77.017485066700004 38.961374840799998),329 OGLETHORPE ST NW,4,Quercus rubra,Red oak,Ganoderma Root Rot,,Fair,Fagaceae,Quercus
POINT (-77.011352087600002 38.879227684599996),60 I ST SW,6,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.082302937199998 38.942024760700001),4121 NEBRASKA AVE NW ,3,Syringa reticulata,Lilac,,,Excellent,,
POINT (-77.029619856599993 38.961790521300003),5911 13TH ST NW,4,Acer platanoides 'Emerald Queen',Emerald Queen Norway maple,,,Fair,Aceraceae,Acer
POINT (-76.999418154300002 38.963236773600002),6016 EASTERN AVE NE,4,Quercus species,Oak,,,Poor,Fagaceae,Quercus
POINT (-77.030536766699996 38.962870768),1315 PEABODY ST NW,4,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-77.029786576299998 38.9492155525),4820 13TH ST NW,4,Prunus virginiana,Chokecherry,,,Good,Rosaceae,Prunus
POINT (-77.066770890599997 38.950001038800004),4601 CONNECTICUT AVE NW,3,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.022891 38.976973931),7137 7TH ST NW,4,,Maple,,,Good,Aceraceae,Acer
POINT (-77.0188738664 38.947376760700003),436 CRITTENDEN ST NW,4,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-77.074394469 38.945593325799997),OPP 3734 WINDOM PL NW,3,Cercis canadensis,Eastern redbud,,,Excellent,Fabaceae,Cercis
POINT (-77.070037578 38.913446623900001),3500 R St NW (DUKE ELLINGTON HS),2,Cladrastis lutea,Other (See Notes),,,Excellent,,
POINT (-77.069406012800002 38.949640012300002),3564 BRANDYWINE ST NW,3,Acer species,Maple,,,Good,Aceraceae,Acer
POINT (-77.0276077977 38.945116619300002),1123 ALLISON ST NW,4,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.034261205700005 38.945018300900003),OPP 1425 ALLISON ST NW,4,Quercus lyrata,Overcup oak,,,Excellent,Fagaceae,Quercus
POINT (-76.990158814200001 38.944517962500001),4400 blk 12th St NE/Varnum,5,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-76.981614110300001 38.944659574699998),4509 17TH ST NE,5,Liriodendron tulipifera,Tulip poplar,,,Excellent,Magnoliaceae,Liriodendron
POINT (-77.055796551699999 38.9424034428),2700 UPTON ST NW,3,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-77.073392240900006 38.946236669299999),3720 YUMA ST NW,3,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-76.988002731400002 38.900304295399998),1300 H ST NE,6,,,,,Dead,Aceraceae,Acer
POINT (-76.920052826399996 38.901002303600002),939 55TH ST NE,7,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-76.988686830800006 38.9012793801),1251 I ST NE,6,Acer species,Maple,,,Good,Aceraceae,Acer
POINT (-77.022264277399998 38.899898791399998),707 H ST NW,2,Zelkova serrata,Japanese zelkova,,,Poor,Ulmaceae,Zelkova
POINT (-76.973637477500006 38.898982289400003),2108  G ST NE,5,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-76.990174576800001 38.901163931799999),OPP 830 12TH ST NE,6,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-77.0464121073 38.900647537799998),2040 I ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.934202152400005 38.899684482399998),4653 HAYES ST NE,7,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-76.937070255400002 38.8991099554),OPP 4517 GAULT PL NE,7,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-76.933112422500002 38.899787632900001),4812 HAYES ST NE,7,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.988236239599999 38.893045052600002),203 13th st ne,,Other (See Notes),Other (See Notes),,,Excellent,,
POINT (-76.950471259400004 38.898175707),3730  blk  FOOTE ST NE,7,Zelkova serrata,Japanese zelkova,,,Fair,Ulmaceae,Zelkova
POINT (-76.936644147899997 38.9012163198),828 46TH ST NE,7,Quercus nuttallii,Nuttall oak,,,Good,Fagaceae,Quercus
POINT (-76.969067800700003 38.9377419566),2600 blk Randolph St NE,5,,,,,,,
POINT (-77.028107349899997 38.922975355600002),2522 12TH ST NW,1,Prunus virginiana,Chokecherry,,,Dead,Rosaceae,Prunus
POINT (-77.000235807199999 38.923400156500001),403 DOUGLAS ST NE,5,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Cladrastis
POINT (-76.968799215100006 38.937742242500001),2600 blk Randolph St NE,5,,,,,,,
POINT (-76.950601170599995 38.865464705800001),3800 BLK PENNSYLVANIA AVE SE,7,Carpinus caroliniana,Ironwood,,,Good,Betulaceae,Carpinus
POINT (-77.036593496799995 38.922472340299997),2460 16TH ST NW,1,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-76.9697296155 38.937739078),2609 Randolph St NE,5,,,,,,,
POINT (-77.022666927100005 38.917853096499996),701 V ST NW,,Other (See Notes),Other (See Notes),,,Excellent,,
POINT (-77.022795111899995 38.917854285700002),701 V ST NW,,Other (See Notes),Other (See Notes),,,Excellent,,
POINT (-76.983670112200002 38.921860751099999),2300 blk 15TH ST NE,5,Malus 'Harvest Gold',Crabapple (Harvest Gold),,,Good,Rosaceae,Malus
POINT (-77.0027595488 38.920285689099998),218 ADAMS ST NE,5,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.013941453 38.9207983119),152 BRYANT ST NW,5,Ulmus 'Accolade',Elm (Accolade),,,Good,Ulmaceae,Ulmus
POINT (-77.0785530892 38.929396732800001),3999 CATHEDRAL AVE NW,3,,,,,,,
POINT (-76.985581435499995 38.922164564),2435 14TH ST NE,5,Ulmus americana 'Jefferson',Jefferson Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.082572263499998 38.956011986900002),4200 GARRISON ST NW,3,,,,,,,
POINT (-77.0751364618 38.922509934899999),3810 CALVERT ST NW,3,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-76.991011761199999 38.921764738699999),1015 BRYANT ST NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.07721301399999 38.920742019599999),3905 BENTON ST NW,3,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-76.990625694800002 38.923480855900003),1000 blk DOUGLAS ST NE,5,Acer platanoides,Norway maple,,,Fair,Aceraceae,Acer
POINT (-77.024080056800003 38.913491478099999),1710 9TH ST NW,2,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-77.080230870099996 38.9584636887),opp 5222 41ST ST NW,3,,,,,,,
POINT (-77.062923833300005 38.909319655),3141 P ST NW,2,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.08725312 38.959192441900001),4400 BLK JENIFER ST NW,3,,,,,,,
POINT (-76.9924880935 38.9110581025),1400 blk BRENTWOOD PKWY NE,5,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-76.9360853986 38.9097681266),0 KENILWORTH AVE NE,7,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.025925863500007 38.9138679),1700 BLK 10TH ST NW,2,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Good,Hamamelidaceae,Liquidambar
POINT (-77.02489744499999 38.9126628426),921 R ST NW,6,Tilia tomentosa,Silver linden,,,Good,Tiliaceae,Tilia
POINT (-76.932119673800003 38.890402421499999),4915 CENTRAL AVE NE,7,,Goldenrain tree,,,,Null,Other
POINT (-77.012230638199995 38.913667423299998),1728 1ST ST NW,5,Liriodendron tulipifera,Tulip poplar,,,Poor,Magnoliaceae,Liriodendron
POINT (-77.020759502199994 38.911080825500001),620 Q ST NW,2,Morus alba,Mulberry,,,Fair,Moraceae,Morus
POINT (-77.027831933100003 38.9102766667),1100 blk RHODE ISLAND AVE NW,2,Ulmus americana 'Princeton',Princeton elm,,,Good,Ulmaceae,Ulmus
POINT (-76.990318270100005 38.884332321300001),OPP 342 12TH ST SE,6,,,Ganoderma Root Rot,,,Aceraceae,Acer
POINT (-77.046722952400003 38.898555235),710 21ST ST NW,2,Gleditsia species,Honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-76.995133587200002 38.898868872400001),725 G ST NE,6,Quercus palustris,Pin oak,,,Dead,Fagaceae,Quercus
POINT (-77.044970807400006 38.898651307599998),700 20TH ST NW,2,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.020011751799998 38.898493622700002),700 block 6TH ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.994882346099999 38.899684600699999),OPP 724 8TH ST NE,6,Quercus bicolor,Swamp white oak,,,Fair,Fagaceae,Quercus
POINT (-77.044433854199994 38.923878298699996),2633 ADAMS MILL RD NW,1,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.043549345599999 38.897088942099998),500 BLK 19TH ST NW,2,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-77.016118716899996 38.895291968899997),441 4TH ST NW,2,Styphnolobium japonicum,Japanese pagodatree,,,Fair,Fabaceae,Styphnolobium
POINT (-77.0274563973 38.898397787900002),1100 BLK G ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.002215304499998 38.898971201199998),238 G ST NE,6,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-76.991434193900005 38.884473381699998),342 11TH ST SE,6,Ulmus americana,Chinese elm,,,Fair,Ulmaceae,Ulmus
POINT (-76.993605487799996 38.8768644839),900 blk POTOMAC AVE SE,6,,,,,Dead,Aceraceae,Acer
POINT (-76.998224817299999 38.834898490500002),opp 491 VALLEY AVE SE,8,,,,,,,
POINT (-77.033764640800001 38.918070094699999),1450 V ST NW,1,Platanus x acerifolia,London plane tree,,,Excellent,Platanaceae,Platanus
POINT (-77.031824652799997 38.916658297200001),1931 14TH ST NW,1,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-76.986360472699999 38.915108042100002),1300 BLK NEW YORK AVE NE,5,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.032084895 38.916828399099998),1942 14TH ST NW,2,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.066006656699997 38.907057984300003),1301 33RD ST NW,2,Platanus occidentalis,American sycamore,,,Good,Platanaceae,Platanus
POINT (-77.014472255 38.917386624199999),2009 2ND ST NW,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.083478619199994 38.9102146006),OPP 1550 FOXHALL RD NW,3,Quercus rubra,Red oak,,,Excellent,Fagaceae,Quercus
POINT (-77.0734359832 38.954754672900002),3733 FESSENDEN ST NW,3,,,,,,,
POINT (-77.034648874200002 38.916706758099998),1932 15TH ST NW,2,Quercus bicolor,Swamp white oak,,,Excellent,Fagaceae,Quercus
POINT (-77.026058137899994 38.9176726),2018 10TH ST NW,1,Acer rubrum,Red maple,,,Dead,Aceraceae,Acer
POINT (-77.035689085800001 38.915632584),1531 T ST NW,2,Koelreuteria paniculata,Goldenrain tree,,,Good,Sapindaceae,Koelreuteria
POINT (-76.977393203199995 38.938374378699997),1910 RANDOLPH ST NE,5,,,,,, ,
POINT (-77.0046404534 38.916952494900002),151 U ST NE,5,Platanus x acerifolia 'Bloodgood',Bloodgood london plane tree,,,Good,Platanaceae,Platanus
POINT (-77.0743151713 38.9158800465),1900 BLK 38TH ST NW,2,Quercus coccinea,Scarlet oak,,,Fair,Fagaceae,Quercus
POINT (-77.061015726400001 38.9184288107),3007 WHITEHAVEN ST NW,3,Other (See Notes),Other (See Notes),,,,Ulmaceae,Zelkova
POINT (-77.0617468911 38.910158558399999),1525 31ST ST NW,2,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.102624651100001 38.934255009099999),5036 GLENBROOK RD NW,3,Acer platanoides,Norway maple,,,Excellent,Aceraceae,Acer
POINT (-77.055646157200002 38.908510397100002),OPP 2629 O ST NW,2,Acer saccharum,Sugar maple,,,Poor,Aceraceae,Acer
POINT (-77.055518534200004 38.910621830399997),2700 blk Q ST NW,2,Tilia cordata,Littleleaf linden,,,Fair,Tiliaceae,Tilia
POINT (-77.042748633299993 38.927208959),2800 Blk Adams Mill rd (zoo entrance woodlot) ,1,Other (See Notes),Other (See Notes),,,Dead,,
POINT (-77.067982737899996 38.914114889899999),1710 34TH ST NW,2,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-76.9859990211 38.908840257100003),1674 MONTELLO AVE NE,5,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.053523960899994 38.909424838500001),opp 2461 P ST NW,2,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.936521009499998 38.9019123566),913 46TH ST NE,7,Lagerstroemia indica,Crape myrtle,,,Excellent,Lythraceae,Lagerstroemia
POINT (-76.921022171600001 38.8864242975),100 BLK 56TH ST SE,7,Nyssa sylvatica,Tupelo,,,Poor,Nyssaceae,Nyssa
POINT (-76.914969078599995 38.896108217200002),501 60TH ST NE,7,,Yellowwood,,,,Null,Other
POINT (-76.977314458400002 38.895393825),416 19TH ST NE,6,Ulmus species,Elm,,,Excellent,Ulmaceae,Ulmus
POINT (-76.938166471200006 38.89538383),4409 EADS ST NE,7,Cercis canadensis,Red maple,,,Excellent,Aceraceae,Acer
POINT (-76.978496291799999 38.894836383799998),1812 D ST NE,6,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.011438965400004 38.897295951),UNIT BLOCK F ST NW,6,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-76.966564857899996 38.877877639200001),2900 BLK FAIRLAWN AVE SE,7,Syringa reticulata,Lilac,,,Good,Oleaceae,Syringa
POINT (-76.987811409299994 38.896764382100002),1302  EMERALD ST NE,6,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-76.973341739899993 38.8971573496),541 23RD PL NE,7,Celtis occidentalis,Hackberry,,,Excellent,Ulmaceae,Celtis
POINT (-77.009126007800006 38.9666185946),6306 NORTH CAPITOL ST BN,4,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.986166347600005 38.9210471074),1371 BRYANT ST NE,5,Koelreuteria paniculata,Goldenrain tree,,,Good,Sapindaceae,Koelreuteria
POINT (-77.029936318699995 38.921140723599997),1301 BELMONT ST NW,1,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.925981589800003 38.882646610400002),5310 DRAKE PL SE,7,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.958140417799996 38.918459268699998),3525 V ST NE,5,Pistacia chinensis,Chinese pistachio,,,Excellent,Anacardiaceae,Pistacia
POINT (-76.986265545500004 38.921036753499997),1367 BRYANT ST NE,5,Koelreuteria paniculata,Goldenrain tree,,,Good,Sapindaceae,Koelreuteria
POINT (-76.934329502599994 38.883245863500001),4650 BENNING RD SE,7,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.980697257599999 38.8839548861),400 BLK 17TH ST SE,6,,,,,,Ulmaceae,Ulmus
POINT (-77.073246771800001 38.916939973399998),SIDE OF 3700 U ST NW ALLEY,3,Acer saccharinum,Silver maple,,,Fair,Aceraceae,Acer
POINT (-76.924931867599994 38.882414795700001),OPP 5346 DRAKE PL SE,7,,,,,,,
POINT (-76.931751112900002 38.8831771101),Opp 4891 F ST SE,7,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.032640856100002 38.933365549100003),3447 14TH ST NW,1,Quercus species,Oak,,,Excellent,Fagaceae,Quercus
POINT (-77.066021395700005 38.909034442100001),1507 33RD ST NW,2,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.018002656500002 38.906410455299998),456 RIDGE ST NW,6,Acer saccharinum,Silver maple,,,Fair,Aceraceae,Acer
POINT (-77.032644775500003 38.9326879917),3431 14TH ST NW,1,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-76.961271784600001 38.869649064199997),3100 block Pennsylvania Ave SE median,7,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-77.032643474 38.93278609),3435 14TH ST NW,1,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.032642438699995 38.933036465500003),3441 14th st nw,1,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.045777047499996 38.914148802600003),2013 S ST NW,2,Acer rubrum,Red maple,BLS,,Good,Aceraceae,Acer
POINT (-76.995293664599998 38.879234053600001),OPP 726 I ST SE,6,Acer rubrum,,,,Fair,Aceraceae,Acer
POINT (-77.013583244 38.909596066799999),opp 139 P ST NW,5,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-76.984723043 38.905321115200003),1507 TRINIDAD AVE NE,5,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.066023533899994 38.908943253399997),1501 33RD ST NW,2,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.070076733400001 38.908748620799997),OPP 3524 P ST NW,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.071274474500001 38.908736102399999),3600 BLK P ST NW,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.01222822699999 38.9101129294),1516 1ST ST NW,5,Ulmus 'Accolade',Elm (Accolade),,,Good,Ulmaceae,Ulmus
POINT (-77.038986393599998 38.993474936299997),1736 VERBENA ST NW,4,Betula nigra,River birch,,,Good,Betulaceae,Betula
POINT (-77.024629463099998 38.909600171800001),914 P ST NW,2,Amelanchier canadensis,Shadblow serviceberry,,,Fair,Rosaceae,Amelanchier
POINT (-77.070248613299995 38.907668078599997),OPP 3535 O ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.984093428500003 38.906218065799997),1613 TRINIDAD AVE NE,5,Ulmus americana 'Jefferson',Jefferson Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.044520251500003 38.911857562500003),1623 CONNECTICUT AVE NW,2,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.000505190300004 38.898516863399998),641 4TH ST NE,6,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-76.980165068700003 38.897669237800002),1659 KRAMER ST NE,6,Amelanchier laevis,Alleghany serviceberry,,,Good,Rosaceae,Amelanchier
