xy,address,ward,scientific_name,common_name,disease,pests,condition,fam_name,genus_name
POINT (-77.103596977300001 38.9450152553),4200 DALECARLIA PKWY NW,3,Cercis canadensis,,,,Good,,
POINT (-77.0225156809 38.967058327499998),6318 7TH ST NW,4,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-77.057735924799999 38.923786539),2700 29TH ST NW,3,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.103650909799995 38.944796995499999),4200 DALECARLIA PKWY NW,3,Other (See Notes),Other (See Notes),,,Excellent,Fabaceae,Cercis
POINT (-77.103576885199999 38.9451096831),4200 DALECARLIA PKWY NW,3,Lagerstroemia indica,,,,Good,,
POINT (-77.053627180600003 38.975782812),3031 OREGON KNOLLS DR NW,4,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.029611733699994 38.968388922099997),6423 13TH ST NW,4,Prunus 'Snow Goose',Cherry (Snowgoose),,,Good,Rosaceae,Prunus
POINT (-77.055423622399999 38.950870914399999),2727 CHESAPEAKE ST NW,3,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-77.006314763099994 38.912551301699999),103 R ST NE,5,Cornus florida,Flowering Dogwood,,,Fair,Cornaceae,Cornus
POINT (-77.002275731599994 38.923400666399999),237 DOUGLAS ST NE,5,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Good,Hamamelidaceae,Liquidambar
POINT (-76.987942401599994 38.903018021500003),opp 1239 MORSE ST NE,5,Tilia cordata,Littleleaf linden,,,Fair,Tiliaceae,Tilia
POINT (-76.997100064199998 38.885052191299998),637 PENNSYLVANIA AVE SE,6,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.961397554499996 38.879057453599998),732 32ND ST SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.963440722100003 38.862983165899998),OPP 3031 W ST SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.989330946 38.901280112899997),1227 I ST NE,6,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.032360237199995 38.9200434583),1409 FLORIDA AVE NW,1,Quercus rubra,Red oak,,,Excellent,Fagaceae,Quercus
POINT (-76.974447680500006 38.863665942700003),2300 BLK GOOD HOPE RD SE,8,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-76.974097169800004 38.863521720599998),2300 BLK GOOD HOPE RD SE,8,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.101284208199999 38.927114549800002),2818 HURST TER NW,3,Quercus rubra,Red oak,Butt Rot,,Fair,Fagaceae,Quercus
POINT (-76.980277575 38.946791083),4737 QUEENS CHAPEL TER NE,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.989123631200002 38.840655375200001),1203 TRENTON PL SE,8,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Dead,Rosaceae,Prunus
POINT (-77.034097289900004 38.985178112200003),OPP 1405 KALMIA RD NW,4,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.966909243100005 38.869436359600002),2815 R ST SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.999027669 38.961903268100002),5900 6TH ST NE,4,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.9462037423 38.905041343500002),4008 LEE ST NE,7,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.029792769599993 38.943706644899997),opp 4301 13TH ST NW,4,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.080234556899995 38.962317951599999),5429 41ST ST NW,3,Prunus species,Cherry,,,Good,Null,Other
POINT (-77.077329686900001 38.931112152700003),3050 IDAHO AVE NW,3,Quercus macrocarpa,Bur oak,,,Excellent,Fagaceae,Quercus
POINT (-77.085629579200003 38.9520624751),4330 DAVENPORT ST NW,3,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-76.947483263799995 38.886647444899999),305 CAPE DR SE,7,Tilia americana,American linden,,,Excellent,Tiliaceae,Tilia
POINT (-77.08770492799999 38.945493617),4428 WINDOM PL NW,3,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Excellent,Hamamelidaceae,Liquidambar
POINT (-77.059656146899997 38.926069675500003),2933 GARFIELD TER NW,3,Cornus florida,Flowering Dogwood,,,Good,Cornaceae,Cornus
POINT (-77.085813058799999 38.952061235599999),4340 DAVENPORT ST NW,3,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.026969793 38.920090642600002),opp 2230 11TH ST NW,1,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.9847314302 38.905974551600004),1200 blk QUEEN ST NE/penn,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.949073203599994 38.885971038500003),314 RIDGE RD SE,7,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.988975615900003 38.927644666200003),1251 HAMLIN ST NE,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.042104133300001 38.902695773),1801 K ST NW,2,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.996480502200001 38.895427935599997),600 BLOCK LEXINGTON PL NE,6,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.992232972 38.8638549944),2300 BLK  SHANNON PL SE,8,Celtis laevigata,Sugarberry,,,Good,Ulmaceae,Celtis
POINT (-77.085421693800001 38.961181861699998),5400 BLK WESTERN AVE NW,3,,,,,,Fagaceae,Quercus
POINT (-77.029231010299995 38.897273027300002),1200 BLK F ST NW,2,Acer rubrum,Red maple,,Scale,Fair,Aceraceae,Acer
POINT (-77.017055284500003 38.884592331299999),300 BLK VIRGINIA AVE SW,6,,,,,,,
POINT (-76.964702947099994 38.868670091799999),1720 30TH ST SE,7,Nyssa sylvatica,Tupelo,,,Excellent,Null,Other
POINT (-77.05208633399999 38.900292016800002),825 NEW HAMPSHIRE AVE NW,2,Ulmus americana 'Jefferson',Jefferson Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.052013183400007 38.900376373900002),825 NEW HAMPSHIRE AVE NW,2,Quercus nuttallii,Nuttall oak,,,Good,Fagaceae,Quercus
POINT (-76.9367416244 38.891077102399997),53 46TH ST NE,7,Betula nigra 'Dura heat',Dura heat' river birch,,,Good,Betulaceae,Betula
POINT (-77.034048312 38.902614130400003),1441 K ST NW/ MEDIAN,2,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.977218280100004 38.869434586700002),1901 R ST SE,8,Koelreuteria paniculata,Goldenrain tree,,,Good,Sapindaceae,Koelreuteria
POINT (-76.991046396599998 38.886097060200001),1104 C ST SE,6,Acer species,Maple,,,Good,Aceraceae,Acer
POINT (-77.020394584800002 38.9563836106),508 KENNEDY ST NW,4,Gleditsia species,Honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.025242201200001 38.937666778400001),903 QUINCY ST NW,4,Platanus species,Plane tree,,,Excellent,Platanaceae,Platanus
POINT (-77.006639649099995 38.826561933299999),4329 HALLEY TER SE,8,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.004660877500001 38.832015419900003),125 YUMA ST SE,8,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-76.948576830500002 38.899962367100002),700 BLK KENILWORTH TER NE,7,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.056201128699996 38.952835432699999),2800 CHESTERFIELD PL NW,3,Acer rubrum 'October Glory',October Glory red maple,,,Good,Aceraceae,Acer
POINT (-76.991063884599996 38.9127027157),9TH ST BRIDGE RTW,5,,,,,,,
POINT (-76.983466967 38.892067073900002),opp 1501 CONSTITUTION AVE NE,6,Ulmus species,Elm,,,Good,Ulmaceae,Ulmus
POINT (-76.982977885400004 38.903278271200001),1504 OATES ST NE,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.062563437899996 38.962482697399999),5445 31ST ST NW,4,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-76.974767827700006 38.889332859500001),2001 EAST CAPITOL ST BN,6,Ulmus americana 'Princeton',Princeton elm,,Scale,Good,Ulmaceae,Ulmus
POINT (-76.999475991699995 38.824676740299999),4200 6TH ST SE @ galveston place se,8,Fagus sylvatica,European beech,,,Good,Fagaceae,Fagus
POINT (-76.992362077099997 38.892072127900001),1004 CONSTITUTION AVE NE,6,Carpinus caroliniana,Ironwood,,,Good,Betulaceae,Carpinus
POINT (-77.016932492799995 38.897272776199998),400 BLOCK F ST NW,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.005368115 38.878464227899997),100 BLK K ST SE,6,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-77.002626971200002 38.956227001899997),200 RIGGS RD NE,4,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.990712751100006 38.830862128500002),opp 867 BELLEVUE ST SE,8,Taxodium distichum,Bald cypress,,,Excellent,Cupressaceae,Taxodium
POINT (-76.973915421900003 38.863452653099998),2300 BLK GOOD HOPE RD SE,8,Celtis occidentalis,Hackberry,,,Fair,Ulmaceae,Celtis
POINT (-76.973422113799998 38.863249520799997),2300 BLK GOOD HOPE RD SE,8,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-76.958320668599995 38.885171404399998),3345 DUBOIS PL SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.9645331782 38.877406439200001),opp 3000 M PL SE,7,Magnolia grandiflora,Southern magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-76.963968394600002 38.924266909899998),2504 SOUTH DAKOTA AVE NE,5,Ostrya virginiana,American hop hornbeam,,,Good,Betulaceae,Ostrya
POINT (-76.976163152599995 38.937533087799999),3903 20TH ST NE/Quincy,5,Prunus virginiana,Chokecherry,,,Good,Rosaceae,Prunus
POINT (-76.9910022527 38.955823572100002),5119 CHILLUM PL NE,5,Magnolia virginiana,Sweetbay magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-76.972460684799998 38.942353805099998),4303 EASTERN AVE NE,5,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-77.002348471900007 38.884229980199997),200 BLK D ST SE,6,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-76.999444406099997 38.925871390700003),2807 5TH ST NE/Franklin St,5,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.036097267700001 38.966808449200002),1400 BLK SOMERSET PL NW,4,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.003793959700005 38.929429596),1000 blk Michigan Ave NE/Franklin St,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.976289192899998 38.937795986700003),3914 20TH ST NE/Quincy St,5,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.080243917100006 38.950369227800003),4625 41ST ST NW,3,Carpinus caroliniana,Ironwood,,,Good,Betulaceae,Carpinus
POINT (-77.068900006800007 38.960776893199998),5381 NEVADA AVE NW,3,Carpinus betulus,Hornbeam (European) (Common),,,Good,Betulaceae,Carpinus
POINT (-77.052666004 38.917145157299998),2000 24TH ST NW,2,Quercus lyrata,Overcup oak,,,Excellent,Fagaceae,Quercus
POINT (-76.988096299 38.884168872399997),1300 BLK D ST SE,6,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-76.953984009300001 38.859599700799997),3655 CAMDEN ST SE,7,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Cladrastis
POINT (-77.065262579500001 38.964052486200004),3217 MORRISON ST NW,4,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-76.910325872499996 38.893510905200003),338 EASTERN AVE NE,7,Liquidambar styraciflua,Sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-76.996103629800004 38.854553508099997),2600 MARTIN LUTHER KING JR AVE SE,8,Quercus species,Oak,,,Good,Fagaceae,Quercus
POINT (-77.003579846299999 38.890034442800001),0 2ND ST NE,6,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.931456500400003 38.878048819500002),5019 BENNING RD SE,7,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-77.056380322199999 38.9279519436),opp 2852 28TH ST NW,3,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.009171871199996 38.945861991599998),unit block ROCK CREEK CHURCH RD NW,4,,Southern catalpa,,,Good,,
POINT (-77.004139970699995 38.834269776699998),164 MISSISSIPPI AVE SE,8,Quercus phellos,Willow oak,,,Excellent,,
POINT (-77.0015310709 38.826474702100001),307 LIVINGSTON TER SE,8,Acer rubrum,Red maple,,,Excellent,Platanaceae,Platanus
POINT (-77.0217716298 38.887157783699998),200 7TH ST SW,6,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-77.009986876 38.827744329799998),OPP 95 DANBURY ST SW,8,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.048748966399998 38.9047532907),1177 22ND ST NW,2,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Gymnocladus
POINT (-77.030186865299996 38.936371573099997),1316 SPRING RD NW,1,Betula nigra,River birch,,,Poor,Betulaceae,Betula
POINT (-77.039511515 38.913972001899999),1740 NEW HAMPSHIRE AVE NW,2,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.997759642099993 38.843692989099999),3000 BLK RANDLE PL SE,8,Ginkgo biloba (male),,,,Excellent,Aceraceae,Acer
POINT (-76.996967310900004 38.955633708500002),5379 CHILLUM PL NE,5,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.003156056400002 38.943291718),219 WEBSTER ST NE,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.067957710800002 38.9124295),1672 34TH ST NW,2,Acer species,Maple,,,Fair,Aceraceae,Acer
POINT (-77.025922333899999 38.912842895300003),OPP 1702 10TH ST NW,2,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Excellent,Ulmaceae,Zelkova
POINT (-76.955292883 38.8594653643),3624 CAMDEN ST SE,7,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.007218662 38.904744842900001),unit blk Pierce St NE,6,Tilia species,Linden,,,Fair,Tiliaceae,Tilia
POINT (-77.007417241699997 38.904746498900003),unit blk Pierce St NE,6,Tilia species,Linden,,,Fair,Tiliaceae,Tilia
POINT (-77.006386087300001 38.9038071266),unit blk L ST NE,6,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Fair,Hamamelidaceae,Liquidambar
POINT (-77.022885954900005 38.914448783600001),1809 8TH ST NW,1,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.063863636400001 38.954206763499997),3104 FESSENDEN ST NW,3,,,,,,,
POINT (-77.022887480500003 38.914578891600001),1813 8TH ST NW,1,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.071429005599995 38.914569725699998),3603 S ST NW,2,Platanus x acerifolia,London plane tree,,,Excellent,Platanaceae,Quercus
POINT (-77.017613039400004 38.911827361299999),opp to 405 WARNER ST NW,2,Amelanchier species,Serviceberry,,,Excellent,Rosaceae,Amelanchier
POINT (-77.038994076500003 38.931504795599999),1701 LAMONT ST NW,1,Pyrus calleryana 'Bradford',Bradford callery pear,,,Good,Rosaceae,Pyrus
POINT (-77.027542899400004 38.93202575),1014 PARK RD NW,1,Ulmus pumila,Siberian elm,,,Good,Ulmaceae,Ulmus
POINT (-77.029366294400006 38.981231482699997),OPP 1228 HEMLOCK ST NW,4,Acer ginnala,Amur maple,,,Good,Aceraceae,Acer
POINT (-77.036454403199997 38.900638133100003),815 16TH ST NW,2,Quercus species,Oak,,,Excellent,Fagaceae,Quercus
POINT (-76.99594630599999 38.852262991300002),2600 BLK MARTIN LUTHER KING JR AVE SE,8,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-76.972625440900003 38.942487316899999),4303 EASTERN AVE NE,5,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-76.972735282499997 38.942565996399999),4305 EASTERN AVE NE,5,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-76.989812396700003 38.843070614299997),1210 SAVANNAH ST SE,8,Carpinus species,Hornbeam,,,Fair,Betulaceae,Carpinus
POINT (-76.949795208599994 38.887591675400003),3600 blk BAY LN SE,7,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-76.992654368299995 38.843897726800002),911 ALABAMA AVE SE,8,Ulmus americana 'Princeton',Princeton elm,,,Good,Ulmaceae,Ulmus
POINT (-77.031201276600001 38.9091867904),1313 RHODE ISLAND AVE NW,2,Acer rubrum,Red maple,,,Dead,Aceraceae,Acer
POINT (-77.045361366099996 38.931357138800003),3171 WALBRIDGE PL NW,1,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-77.045356753899995 38.931256156499998),3169 WALBRIDGE PL NW,1,Taxodium distichum,Bald cypress,,,Excellent,Cupressaceae,Taxodium
POINT (-77.045468051699999 38.932455125499999),3228 WALBRIDGE PL NW,1,Metasequoia glyptostroboides,Dawn redwood,,,Good,Cupressaceae,Metasequoia
POINT (-76.950723176599993 38.870840873399999),3811 POPE ST SE,7,,,,,,,
POINT (-77.076754896099999 38.960973311399997),3818 MILITARY RD NW,3,Quercus phellos,Willow oak,,,Excellent,Fagaceae,Quercus
POINT (-77.003449721799996 38.822530392799997),4635 SOUTH CAPITOL ST BN,8,Ulmus parvifolia,Chinese elm,,,Excellent,Ulmaceae,Ulmus
POINT (-76.940940627100005 38.878120775299998),4269 HILDRETH ST SE,7,Celtis laevigata,Sugarberry,,,Fair,Ulmaceae,Celtis
POINT (-76.974256013499996 38.935922783499997),3720 22ND ST NE,5,Lagerstroemia indica,Crape myrtle,,,Excellent,Lythraceae,Lagerstroemia
POINT (-77.047693173100001 38.91983095),2324 ASHMEAD PL NW,1,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.957562196400005 38.872340896600001),OPP 3328 POPE ST SE,7,Quercus lyrata,Overcup oak,,,Good,Fagaceae,Quercus
POINT (-76.941830471399996 38.88059391),OPP 4307 G ST SE,7,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.9706214295 38.8962405344),opp 518 OKLAHOMA AVE NE,7,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.950338130600002 38.863643994500002),2018 FORT DAVIS ST SE,7,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-76.967309705800005 38.859566870099997),0 ALABAMA AVE SE,7,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-77.035929655800004 38.923326156599998),1500 blk  EUCLID ST NW,1,Platanus occidentalis,American sycamore,,,Excellent,Platanaceae,Platanus
POINT (-77.018388457499995 38.962055580600001),415 ONEIDA PL NW,4,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-77.061559799099996 38.909245167400002),3100 P ST NW,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.069344891100002 38.908674597699999),3500 blk P ST NW,2,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-76.977944873200002 38.845261105399999),3420 18TH ST SE,8,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.008192151200006 38.906406308199998),33 PATTERSON ST NE,6,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.052539392100002 38.917101442),2001 24TH ST NW,2,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.073215205599993 38.915433104),3701 T ST NW,2,Cercidiphyllum japonicum,Katsuratree,,,Good,Cercidiphyllaceae,Cercidiphyllum
POINT (-77.061256525600001 38.9090041599),1409 31ST ST NW,2,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.001306042699994 38.860314514099997),1100  STEVENS RD SE,8,,,,,,,
POINT (-77.056316450400004 38.909426922),2723 P ST NW,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.056005662199993 38.909430395100003),2713 P ST NW,2,Platanus x acerifolia,London plane tree,,,Fair,Platanaceae,Platanus
POINT (-77.052400303 38.8999567965),801 NEW HAMPSHIRE AVE NW,2,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.052412869400001 38.900077739499999),800 BLOCK NEW HAMPSHIRE AVE NW (MEDIAN),2,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.041335335799999 38.9232578616),2503 CHAMPLAIN ST NW,1,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.014461114900001 38.887447522099997),200 INDEPENDENCE AVE SW,6,Zelkova serrata,Japanese zelkova,,,Fair,Ulmaceae,Zelkova
POINT (-76.998277732 38.8612895849),1208 SUMNER RD SE,8,,,,,,,
POINT (-77.023633216500002 38.9370428382),3717 NEW HAMPSHIRE AVE NW,4,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.991984005800006 38.949024227400002),4900 blk S. DAKOTA AVE NE/11th St,5,Platanus x acerifolia,London plane tree,,,Fair,Platanaceae,Platanus
POINT (-76.980470904599997 38.935003443799999),1717 OTIS ST NE,5,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.987371285400002 38.931790277399998),1328 LAWRENCE ST NE,5,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.023543806199996 38.9530777298),743 HAMILTON ST NW,4,Cornus kousa,Dogwood (Kousa),,,Good,Cornaceae,Cornus
POINT (-76.99822694 38.961385693),626 RIGGS RD NE,4,Prunus Okame,Okame cherry,,,Excellent,Rosaceae,Prunus
POINT (-77.090229058800006 38.930333823),4525 CATHEDRAL AVE NW,3,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.090498515199997 38.9303366651),4555 CATHEDRAL AVE NW,3,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-76.993153903 38.884060614600003),OPP 904 D ST SE,6,Tilia americana,American linden,,,Good,Tiliaceae,Tilia
POINT (-76.987805656700004 38.910671205500002),1700 blk CORCORAN ST NE,5,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-77.060990072099997 38.912253178),1664 AVON PL NW,2,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-77.064687681799995 38.923599022300003),3000 MASSACHUSETTS AVE NW,3,Tilia tomentosa,Silver linden,,,Excellent,Tiliaceae,Tilia
POINT (-77.020616089499995 38.882124639600001),0 G ST SW,6,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.019796422100001 38.903915122500003),1000 BLK 6TH ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.934607511199999 38.874846064899998),4500 BLK REED TER SE / 45 PL,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
