xy,address,ward,scientific_name,common_name,disease,pests,condition,fam_name,genus_name
POINT (-76.983713325899998 38.943247180199997),opp 4351 16th St NE/S.Dakota Ave,5,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-77.017812153400001 38.9574014831),5527 4TH ST NW,4,Prunus 'Snow Goose',Cherry (Snowgoose),,,Excellent,Rosaceae,Prunus
POINT (-77.013804650300003 38.957799841899998),5600 2ND ST NW,4,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.096837850599997 38.9193019115),2200 49TH ST NW,3,Lagerstroemia indica,Crape myrtle,,,Fair,Lythraceae,Lagerstroemia
POINT (-77.095491531899995 38.950674511400003),4629 ASBURY PL NW,3,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.001192855499994 38.860105575600002),1139 STEVENS RD SE,8,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.073043613099998 38.938111689300001),3704 QUEBEC ST NW,3,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.966773954700002 38.930395599599997),3114 CENTRAL AVE NE,5,Ginkgo biloba,Ginkgo,,,Good,Ginkgoaceae,Ginkgo
POINT (-77.079740159500005 38.960463332099998),OPP 5318 RENO RD NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.011872779399994 38.902450089600002),UNIT BLOCK K ST NW,6,Ulmus americana 'New Harmony',New Harmony elm,,,Good,Ulmaceae,Ulmus
POINT (-76.992725700099996 38.958197546800001),5700 EASTERN AVE NE,4,Quercus lyrata,Overcup oak,,,Good,Fagaceae,Quercus
POINT (-77.004721710400005 38.966371550700003),95 SHERIDAN ST NE,4,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.958518616600003 38.8718020309),3309 HIGHWOOD DR SE,7,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.095234045 38.944612368599998),4800 BLK MASSACHUSETTS AVE NW (MEDIAN),3,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.953080171899998 38.891375341600003),125 36TH ST NE,7,Carpinus caroliniana,Ironwood,,,Good,Betulaceae,Carpinus
POINT (-77.017713501200006 38.940837180400003),4019 ILLINOIS AVE NW,4,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.983579495100003 38.895971409),439 15TH ST NE,6,Liquidambar styraciflua 'Slender Silhouette',Slender Silhouette Sweetgum,,,Good,Altingiaceae,Liquidambar
POINT (-76.925215982599994 38.893822087899999),opp to 307 53RD ST NE,7,Ulmus americana 'Jefferson',Jefferson Elm,,,Good,Ulmaceae,Ulmus
POINT (-76.991912096500002 38.896076160900002),1015 E ST NE,6,Quercus nuttallii,Nuttall oak,,,Fair,Fagaceae,Quercus
POINT (-77.003135543300004 38.822578950400001),4650 SOUTH CAPITOL ST BN,8,Acer species,Maple,,,Excellent,Aceraceae,Acer
POINT (-76.913603319200007 38.891179047500003),UNIT BLK 61ST ST NE,7,Lagerstroemia indica,Crape myrtle,,,Fair,Lythraceae,Lagerstroemia
POINT (-77.019619587600005 38.898393602100001),521 G ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.994644029300005 38.897397732500004),800 F ST NE,6,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Cladrastis
POINT (-77.030993367199997 38.941822742399999),1350 UPSHUR ST NW,4,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.072361315099997 38.937739870900003),3609 37TH ST NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.002907814300002 38.897413139500003),212 F ST NE,6,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.0019758591 38.918478870900003),2109 3RD ST NE,5,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.920272200799999 38.900961468799998),OPP 929 55TH ST NE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.941048673500006 38.902878082599997),OPP 4306 SHERIFF RD NE,7,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.930348168500004 38.884536213099999),5005 CALL PL SE,7,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-76.997064476700004 38.891971484599999),639 CONSTITUTION AVE NE,6,Styphnolobium japonicum,Japanese pagodatree,,,Good,Fabaceae,Styphnolobium
POINT (-77.041179431 38.914150142300002),1751 S ST NW,2,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-76.982614531099998 38.932414024899998),3411 16TH ST NE,5,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.036408390800005 38.917774555100003),2001 16TH ST NW,1,Tilia americana,American linden,,,Good,Tiliaceae,Tilia
POINT (-76.987396297700002 38.887546535200002),1313 INDEPENDENCE AVE SE,6,Magnolia virginiana,Sweetbay magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-76.933134234199997 38.89654164),603 49TH ST NE,7,Quercus phellos,Willow oak,,Scale,Good,Fagaceae,Quercus
POINT (-77.069263824399997 38.971326984),3375 STEPHENSON PL NW,4,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.933291504799996 38.896521044300002),OPP 603 49TH ST NE,7,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.920454554700001 38.895253974699997),411 56TH ST NE,7,,Hackberry,,,,,
POINT (-77.086173531399993 38.9087623048),4520 MACARTHUR BLVD NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.033215773199998 38.937857145700001),1400 BLK QUINCY ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.024133217499994 38.971668141899997),6704 PINEY BRANCH RD NW,4,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.932785245900007 38.901347751400003),800 BLK 48TH PL NE,7,Ulmus americana 'New Harmony',New Harmony elm,,,Good,Ulmaceae,Ulmus
POINT (-76.938575519300002 38.892595953499999),4401 BANKS PL NE,7,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Gymnocladus
POINT (-77.020203996600003 38.949890447100003),600 BLK EMERSON ST NW,4,Acer platanoides 'Summershade',Summershade Norway maple,,,Good,Aceraceae,Acer
POINT (-76.938768172799996 38.892704741700001),4402 BANKS PL NE,7,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.978301850199998 38.8434567746),1770 MISSISSIPPI AVE SE,8,,,,,,,
POINT (-76.912865308600004 38.892028507),6126 BANKS PL NE,7,Lagerstroemia indica,Crape myrtle,,,Excellent,Lythraceae,Lagerstroemia
POINT (-76.9247313929 38.894770899299999),335 53RD ST NE,7,Koelreuteria paniculata,Goldenrain tree,,,Good,Sapindaceae,Koelreuteria
POINT (-76.9357950088 38.891332449300002),111 46TH PL NE,7,Gleditsia triacanthos var. inermis 'Shademaster',Shademaster honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.032311750600002 38.966902084799997),1371 SOMERSET PL NW,4,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-77.043493657499994 38.913430953599999),1722 19TH ST NW,2,Ulmus americana 'Jefferson',Jefferson Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.001977252200007 38.834565616500001),204 WAYNE PL SE,8,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.952635306800005 38.892046306300003),166 36TH ST NE,7,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.952687715 38.891987962800002),166 36TH ST NE,7,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.952829391199998 38.891825290100002),158 36TH ST NE,7,Nyssa sylvatica,Tupelo,,,Fair,Nyssaceae,Nyssa
POINT (-76.974281089900003 38.897019259899999),531 21ST ST NE,7,Ulmus americana 'Jefferson',Jefferson Elm,,,Good,Ulmaceae,Ulmus
POINT (-76.998518029699994 38.896956295300001),520 6TH ST NE,6,,,,,,,
POINT (-77.020388888200003 38.881349199399999),605 G ST SW,6,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.985471637700002 38.907117819900002),1240 HOLBROOK TER NE,5,Acer saccharinum,Silver maple,,,Good,Aceraceae,Acer
POINT (-76.934817985899997 38.892291660700003),211 47TH ST NE,7,Syringa reticulata,Lilac,,,Good,Oleaceae,Syringa
POINT (-76.929976813500005 38.878289131499997),OPP 819 51ST ST NE,7,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.947927265199993 38.892730664600002),OPP 3971 CLAY PL NE,7,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Cladrastis
POINT (-77.012829257700005 38.905603101),100 BLOCK  M ST NW,6,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.000655478799999 38.9064728329),1232 4TH ST NE,6,Liquidambar styraciflua,Sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-77.002405092100005 38.845840096),455 ORANGE ST SE,8,Prunus Okame,Okame cherry,,,Good,Rosaceae,Prunus
POINT (-77.012735235799994 38.912447302700002),100 blk FLORIDA AVE NW,5,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.022017610099994 38.911918652600001),1622 7TH ST NW,2,Ulmus americana 'Princeton',Princeton elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.069666242400004 38.968478867499996),5928 BROAD BRANCH RD NW,3,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-77.006500237899999 38.907196503800002),opp 70 N ST NE,6,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-77.023978070699997 38.942935303600002),820 VARNUM ST NW,4,,,,,Good,Platanaceae,Platanus
POINT (-76.964194292399995 38.871956911200002),OPP 3008 P ST SE,7,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-76.982881034100004 38.885310881800002),1523 C ST SE,6,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.962481538199995 38.870063819599999),3101 PENNSYLVANIA AVE SE,7,Carpinus species,Hornbeam,,,Good,Betulaceae,Carpinus
POINT (-76.975330049099995 38.872467655199998),OPP 2127 YOUNG ST SE,8,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.008134381900007 38.825118330099997),46 FORRESTER ST SW,8,Lagerstroemia indica,Crape myrtle,,,Fair,Lythraceae,Lagerstroemia
POINT (-76.973944226399993 38.868303928899998),2224 S ST SE,8,Quercus macrocarpa,Bur oak,,,Good,Fagaceae,Quercus
POINT (-76.973721662499997 38.868303879),2230 S ST SE,8,Quercus macrocarpa,Bur oak,,,Good,Fagaceae,Quercus
POINT (-77.028026956199994 38.918935660400003),opp 2132 12TH ST NW,1,Aesculus carnea,Red horsechestnut,,,Good,Hippocastanaceae,Aescululs
POINT (-77.016233128600007 38.911402895899997),1604 4TH ST NW,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.993291683199999 38.857183338900001),2682 Sheridan Rd SE,8,Ulmus parvifolia,Chinese elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.033142155700006 38.898253482800001),OPP 1425 G ST NW,2,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-76.975474728799995 38.897426710700003),OPP 2001 GALES ST NE,7,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-77.057023194799996 38.907893549),1333 28TH ST NW,2,Acer platanoides,Norway maple,,,Poor,Aceraceae,Acer
POINT (-77.040301847899997 38.923352004100003),2510 ONTARIO RD NW,1,Lagerstroemia indica,Crape myrtle,,,Excellent,Lythraceae,Lagerstroemia
POINT (-77.069624055600002 38.9325959086),3509 LOWELL ST NW,3,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-76.979015421 38.850070303800003),OPP 1819 TOBIAS DR SE,8,Acer species,Maple,,,Good,Aceraceae,Acer
POINT (-77.027152553299999 38.908330702699999),OPP 1335 11TH ST NW,2,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.972848174600003 38.942649443299999),4305 EASTERN AVE NE,5,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-76.9769320475 38.938361104499997),1926 RANDOLPH ST NE,5,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.020858617100004 38.9543348706),523 INGRAHAM ST NW,4,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-77.112036909899999 38.936052476100002),5900 MACARTHUR BLVD NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.096700805400005 38.941030719899999),3921 49TH ST NW,3,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-77.090468614100004 38.941536375),Unit blk WESLEY CIR NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.098027737300001 38.943413724800003),4201 FORDHAM RD NW,3,Acer species,Maple,,,Fair,Aceraceae,Acer
POINT (-77.107084413099997 38.933713528),5152 MANNING PL NW,3,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-77.107625113200001 38.932826126),5151 PALISADE LN NW,3,Cornus florida,Flowering Dogwood,,,Good,Cornaceae,Cornus
POINT (-76.9337444807 38.887253378399997),4805 B ST SE,7,,,,,,Aceraceae,Acer
POINT (-77.064280863099995 38.930226063200003),3206 KLINGLE RD NW,3,Cornus species,Dogwood,,,Excellent,Cornaceae,Cornus
POINT (-77.043480681099993 38.924881774699998),1841 ONTARIO PL NW,1,Lagerstroemia indica,Crape myrtle,,,Excellent,Lythraceae,Lagerstroemia
POINT (-76.992083954899996 38.941306009599998),1006 TAUSSIG PL NE,5,Ginkgo biloba,Ginkgo,,,Good,Ginkgoaceae,Ginkgo
POINT (-77.031789229200001 38.971378441200002),6701 LUZON AVE NW,4,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.069419012899999 38.9119034828),3559 WINFIELD LN NW,2,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.009392106199996 38.919227448199997),5 W ST NW,5,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.010693209199999 38.917054263799997),47 U ST NW,4,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.075505928300004 38.913361327200001),1600 BLOCK 39TH ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.061159135699995 38.947844690899998),2940 ALBEMARLE ST NW,3,,,,,,,
POINT (-76.972106013399994 38.925736881500001),2700 blk 24TH ST NE,5,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Excellent,Hamamelidaceae,Liquidambar
POINT (-77.036491273 38.962144882),5920 16TH ST NW,4,Quercus robur fastigiata,Columnar English oak,,,Fair,Fagaceae,Quercus
POINT (-77.105309891700003 38.932925053300004),5116 MACOMB ST NW,3,Prunus yedoensis,Yoshino cherry,,,Dead,Rosaceae,Prunus
POINT (-76.931349017800002 38.887545429200003),4900 BLK ASTOR PL SE,7,Gleditsia triacanthos var. inermis 'Shademaster',Shademaster honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.044842044800006 38.924256816),OPP2707 ADAMS MILL RD NW,1,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.018555879 38.907294723100001),400 BLK N ST NW,2,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-76.996932159799996 38.925637839499998),634 FRANKLIN ST NE,5,Quercus palustris,Pin oak,,,Poor,Fagaceae,Quercus
POINT (-77.075206738399999 38.927587768099997),3811 GARFIELD ST NW,3,Nyssa sylvatica,Tupelo,,,Excellent,Nyssaceae,Nyssa
POINT (-77.075124441 38.927478441799998),3804 GARFIELD ST NW,3,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-76.970130977599993 38.867091568),0 NAYLOR RD SE,7,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.075648112899998 38.927483606300001),3814 GARFIELD ST NW,3,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.071429995599999 38.949643747),3636 BRANDYWINE ST NW,3,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.036494572199999 38.959433395399998),5714 16TH ST NW,4,,,,,,,
POINT (-76.992177876300005 38.876384998100001),1000 BLK M ST SE,6,Quercus phellos,Willow oak,,,Excellent,Fagaceae,Quercus
POINT (-77.030233999399996 38.9466603272),4604 IOWA AVE NW,4,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.016064255800003 38.9706748877),6617 3RD ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.036609522199996 38.912975301499998),1706 16TH ST NW,2,Gleditsia triacanthos var. inermis,Thornless honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.017785927600002 38.954746685099998),5310 4TH ST NW,4,Acer rubrum,Red maple,,,Excellent,Aceraceae,Acer
POINT (-77.026115227600002 38.944662888499998),4423 GEORGIA AVE NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.038427369199994 38.9411060005),4108 17TH ST NW,4,Amelanchier species,Serviceberry,,,Good,Rosaceae,Amelanchier
POINT (-76.98711473199999 38.953797387100003),5000 blk EASTERN AVE NE,5,,,,,,,
POINT (-76.934950382400004 38.906026222400001),4629 MEADE ST NE,7,,London plane tree,,,,Aceraceae,Acer
POINT (-76.990263804099996 38.9553374734),5207 12TH ST NE/Hamilton,5,,,,,,,
POINT (-77.062917625400004 38.927281462099998),Opp 3131 CLEVELAND AVE NW,3,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-76.989302902899993 38.953581501199999),5101 12TH ST NE/Galloway St,5,,,,,,,
POINT (-76.986629625500001 38.953436448700003),5000 blkn EASTERN AVE NE,5,,,,,,,
POINT (-77.044775560700003 38.9431995566),4231 BLAGDEN AVE NW,4,Fraxinus species,Ash,,,Good,Oleaceae,Fraxinus
POINT (-77.064149001299995 38.945032409),4250 CONNECTICUT AVE NW,3,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.001634094 38.874842903199998),300 TINGEY ST SE,6,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-77.012230844699999 38.909437133),1400 BLK 1ST ST NW,5,Platanus species,Plane tree,,,Good,Platanaceae,Platanus
POINT (-77.002803970100004 38.882174923599997),200 blk SOUTH CAROLINA AVE SE/2nd St,6,Platanus x acerifolia 'Bloodgood',Bloodgood london plane tree,,,Good,Platanaceae,Platanus
POINT (-77.106223508400006 38.933373358799997),5116 PALISADE LN NW,3,Magnolia virginiana,Sweetbay magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-77.072697478600006 38.922604324600002),3661 CALVERT ST NW,3,Quercus phellos,Willow oak,,,Excellent,Fagaceae,Quercus
POINT (-77.0646793035 38.959858242),3205 JOCELYN ST NW,4,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.003448205200002 38.894044298799997),313 2ND ST NE,6,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.917855691100002 38.891854906399999),226 58TH ST NE,7,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.097729935100006 38.950993989499999),4914 CHESAPEAKE ST NW,3,Quercus bicolor,Swamp white oak,,,Excellent,Fagaceae,Quercus
POINT (-77.000508005300006 38.889179826800003),12 4TH ST SE,6,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.054147720299994 38.969699045399999),2600 BLK RITTENHOUSE ST NW,4,Malus species,Crabapple,,,Good,Rosaceae,Malus
POINT (-77.010261287899993 38.8173203423),,8,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-76.978656067200006 38.937994191),3918 SOUTH DAKOTA AVE NE,5,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.041427063100002 38.928056307200002),1749 HOBART ST NW,1,Celtis laevigata,Sugarberry,,,Excellent,Ulmaceae,Celtis
POINT (-76.978808616099997 38.938132458799998),3926 SOUTH DAKOTA AVE NE,5,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.996240374300001 38.888502168800002),101 7TH ST SE,6,Acer buergeranum,Trident maple,,,Good,Aceraceae,Acer
POINT (-76.980084354200002 38.931158783800001),1716 KEARNY ST NE,5,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-76.965043363600003 38.924468463799997),2621 31ST PL NE,5,Catalpa bignonioides,Southern catalpa,,,Good,Bignoniaceae,Catalpa
POINT (-77.045709708199993 38.914042104400004),2000 blk S ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.9813503811 38.936065304300001),3725 17TH ST NE/Otis Pl,5,Zelkova serrata,Japanese zelkova,,,Excellent,Ulmaceae,Zelkova
POINT (-77.036231578100001 38.988009263599999),7901 16TH ST NW,4,Gleditsia triacanthos var. inermis,Thornless honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.040428815300004 38.9095909873),1750 P ST NW,2,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.005043914300003 38.916383148900003),1923 SUMMIT PL NE,5,Carpinus betulus,Hornbeam (European) (Common),,,Good,Betulaceae,Carpinus
POINT (-76.968539015100006 38.875086320599998),2512 N ST SE,7,Carpinus betulus,Hornbeam (European) (Common),,,Fair,Betulaceae,Carpinus
POINT (-76.959955379199997 38.891245934200001),3300 BLK ALDEN PL NE,7,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-76.957674006199994 38.891240152899996),3300 BLK ALDEN PL NE,7,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-76.957765466300003 38.8912973893),3300 ALDEN PL NE,7,Ulmus pioneer,Pioneer elm,,,Good,Ulmaceae,Ulmus
POINT (-77.025618810200001 38.913402112500002),941 FRENCH ST NW,2,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-76.958227027199996 38.891342960400003),3368 ALDEN PL NE,7,Syringa reticulata,Lilac,,,Good,Oleaceae,Syringa
POINT (-77.003418844099997 38.846318592300001),opp 416 ORANGE ST SE,8,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.033625200700001 38.957235479),1400 LONGFELLOW ST NW,4,,,,,,,
POINT (-77.004158641299995 38.846760872200001),225 ORANGE ST SE,8,Prunus virginiana,Chokecherry,,,Good,Rosaceae,Prunus
POINT (-76.986824331299999 38.906249911400003),1218 PENN ST NE,5,Ulmus parvifolia,Chinese elm,,,Fair,Ulmaceae,Ulmus
POINT (-76.973130695699993 38.870970501599999),OPP 1533 23RD ST SE,8,Acer rubrum,Red maple,,Scale,Good,Aceraceae,Acer
POINT (-77.033546692399995 38.9010494479),875 15TH ST NW,2,Quercus nigra,Water oak,,,Fair,Fagaceae,Quercus
POINT (-77.004376367600003 38.846837780100003),223 ORANGE ST SE,8,Syringa reticulata,Lilac,,,Good,Oleaceae,Syringa
POINT (-77.087383429 38.927926166600002),2909 44TH PL NW,3,Carpinus betulus,Hornbeam (European) (Common),,,Good,Betulaceae,Carpinus
POINT (-77.036518850799993 38.951245919599998),5016 16TH ST NW,4,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.096187734099999 38.918174424100002),4827 V ST NW,3,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.0935591848 38.920299142700003),4725 ASHBY ST NW,3,Cercidiphyllum japonicum,Katsuratree,,,Good,Cercidiphyllaceae,Cercidiphyllum
POINT (-77.107717404699997 38.933672717900002),5181 MANNING PL NW,3,Cornus florida,Flowering Dogwood,,,Good,Cornaceae,Cornus
