xy,address,ward,scientific_name,common_name,disease,pests,condition,fam_name,genus_name
POINT (-76.965397285500003 38.929454816899998),3000 blk Clinton St NE/Central Ave NE,5,Fraxinus species,Ash,,,Poor,Oleaceae,Fraxinus
POINT (-77.074130028499994 38.965866347099997),3733 NORTHAMPTON ST NW,3,Acer platanoides,Norway maple,,,Fair,Aceraceae,Acer
POINT (-77.075540051900006 38.964618787),5544 CONNECTICUT AVE NW,3,Quercus coccinea,Scarlet oak,,,Fair,Fagaceae,Quercus
POINT (-76.998779641 38.960628511700001),534 NICHOLSON ST NE,4,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.068563458900002 38.964955828400001),3411 MCKINLEY ST NW,3,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-77.087732891800002 38.9345134466),4430 NEWARK ST NW,3,Platanus occidentalis,American sycamore,,,Fair,Platanaceae,Platanus
POINT (-77.031054116799993 38.981734442899999),7525 MORNINGSIDE DR NW,4,Zelkova serrata,Japanese zelkova,,,Fair,Ulmaceae,Zelkova
POINT (-77.032416363300001 38.9841087239),opp 1350 JONQUIL ST NW,4,Quercus nuttallii,Nuttall oak,,Borer,Fair,Fagaceae,Quercus
POINT (-76.982820596099998 38.846111252100002),1523 ALABAMA AVE SE,8,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-77.035964744400005 38.983272479),1400 blk JUNIPER ST NW,4,Quercus bicolor,Swamp white oak,,,Excellent,Fagaceae,Quercus
POINT (-77.033070160199998 38.982236984799997),1368 IRIS ST NW,4,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.042917398 38.984966893399999),1801 PARKSIDE DR NW,4,Quercus rubra,Red oak,,,Excellent,Fagaceae,Quercus
POINT (-77.037440090299995 38.988322223499999),7943 ORCHID ST NW,4,Quercus lyrata,Overcup oak,,,Good,Fagaceae,Quercus
POINT (-77.029281676599993 38.980434634200002),1215 HOLLY ST NW,4,Acer ginnala,Amur maple,,,Good,Aceraceae,Acer
POINT (-77.036241747700004 38.981977016899997),7541 16TH ST NW,4,Quercus nuttallii,Nuttall oak,,,Good,Fagaceae,Quercus
POINT (-76.990020387599998 38.879231610600002),1203 I ST SE,6,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.030760049899996 38.9814528729),7511 MORNINGSIDE DR NW,4,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.086543853699993 38.941964358500002),4466 TINDALL ST NW,3,Acer saccharinum,Silver maple,,,Fair,Aceraceae,Acer
POINT (-77.091950638200004 38.940380682),4619 SEDGWICK ST NW,3,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.104100581699996 38.934964000199997),OPP 3342 MAUD ST NW,3,Cercidiphyllum japonicum,Katsuratree,,,Good,Cercidiphyllaceae,Cercidiphyllum
POINT (-77.095690586700002 38.939434764300003),4833 RODMAN ST NW,3,Taxodium distichum,Bald cypress,,,Excellent,Cupressaceae,Taxodium
POINT (-77.090931444 38.940620199199998),3905 UNIVERSITY AVE NWSEDGWICK,3,Liquidambar styraciflua,Sweetgum,,,Excellent,Hamamelidaceae,Liquidambar
POINT (-77.105719180600005 38.934842226500002),5120 WATSON ST NW,3,Acer griseum,Paperbark Maple,,,Excellent,Aceraceae,Acer
POINT (-77.087842993699994 38.942839200500003),opp 4131  45TH ST NW,3,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Fair,Hamamelidaceae,Liquidambar
POINT (-77.075333808699995 38.968595156600003),3630 QUESADA ST NW,3,Platanus x acerifolia,London plane tree,,,Excellent,Platanaceae,Platanus
POINT (-76.988737838099993 38.929739272900001),1264 JACKSON ST NE,5,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.0920673233 38.942516417500002),4643 MASSACHUSETTS AVE NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.949788537800003 38.901501054299999),3700 BLK ALBERT IRVIN CASSELL PL NE,7,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-76.998291705400007 38.924467957200001),600 blk EVARTS ST NE,5,Koelreuteria paniculata,Goldenrain tree,,,Good,Sapindaceae,Koelreuteria
POINT (-76.974631968099999 38.9320801804),2000 blk LAWRENCE ST NE/20th St,5,,,,,,,
POINT (-77.079761421800001 38.933335345499998),4000 MASSACHUSETTS AVE NW/@ MACOMB,3,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.985049835500007 38.923213866899999),1430 SARATOGA AVE NE,5,,,,,,,
POINT (-76.993612900700001 38.898810539800003),900 Blk G ST NE ,6,Ilex opaca,,,,Excellent,,
POINT (-77.077301998899998 38.935825064699998),3500 39TH ST NW/NEWARK ST,3,Prunus 'Snow Goose',Cherry (Snowgoose),,,Excellent,Null,Quercus
POINT (-76.980792502300005 38.928935799100003),opp 3010 17TH ST NE,5,,,,,,,
POINT (-76.981685965300002 38.8967124415),1616 F ST NE,6,Celtis occidentalis,,,,Excellent,Aceraceae,Acer
POINT (-77.078155010499998 38.964958115100004),3913 MCKINLEY ST NW,3,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-77.075393097299994 38.9470486755),3804 ALTON PL NW,3,Acer rubrum,Red maple,Butt Rot,,Fair,Aceraceae,Acer
POINT (-77.036433297299993 38.903046608799997),1000 blk 16TH ST NW,2,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.035829249900004 38.966088436500002),1468 SHERIDAN ST NW,4,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.059917851799995 38.953423197100001),2912 ELLICOTT ST NW,3,Cercis species,Redbud,,,Excellent,Fabaceae,Cercis
POINT (-77.019997410100004 38.8839821093),400 BLK 6TH ST SW,2,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.988255772399995 38.877971688400002),1012 13TH ST SE,6,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.069935725099995 38.966672213400003),3422 OLIVER ST NW,3,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Good,Hamamelidaceae,Liquidambar
POINT (-77.006843577799998 38.883681654699998),443 NEW JERSEY AVE SE,6,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.020740675799999 38.938748085599997),622 RANDOLPH ST NW,4,Platanus x acerifolia,London plane tree,,,Dead,Platanaceae,Acer
POINT (-76.970262329700006 38.936231152600001),2514 PERRY ST NE,5,Ulmus americana,American elm,,,Dead,Ulmaceae,Ulmus
POINT (-77.023851901200004 38.934130157399998),3549 GEORGIA AVE NW,1,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.092343879500007 38.944843840499999),4639 WARREN ST NW,3,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.000680410800001 38.929023989900003),opp 3211 4TH ST NE,5,,,,,,,
POINT (-77.000676820400002 38.930254368600004),3000 blk 4TH ST NE,5,,,,,,,
POINT (-76.984704566 38.919241250600003),1346 W ST NE,5,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.018077094700004 38.885952161900001),432 C ST SW,2,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.089901392900003 38.955614804500001),4533 RIVER RD NW,3,Prunus species,Cherry,,,Excellent,Rosaceae,Prunus
POINT (-76.970218135799996 38.933592882),3518 26TH ST NE/Monroe St,5,Other (See Notes),Other (See Notes),,,Dead,Null,Other
POINT (-77.045173610899994 38.901405516499999),2001 I (EYE)  ST NW,2,Tilia tomentosa,Silver linden,,,Good,Tiliaceae,Tilia
POINT (-77.018048731099995 38.876345703299997),468 M ST SW,6,Quercus rubra,Red oak,Trunk Rot,,Fair,Fagaceae,Quercus
POINT (-77.037641119400007 38.902614901900002),1627 K ST NW/ MEDIAN,2,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-77.037308205100004 38.902615165900002),1625 K ST NW/ MEDIAN,2,Zelkova serrata,Japanese zelkova,,,Fair,Ulmaceae,Zelkova
POINT (-76.981128690099993 38.864292459200001),1630 V ST SE,8,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.9805814 38.864192691699998),1646 V ST SE,8,Platanus occidentalis,American sycamore,,,Good,Platanaceae,Platanus
POINT (-77.020914071700005 38.909601750299998),600 BLOCK P ST NW,2,Quercus phellos,Willow oak,,Scale,Good,Fagaceae,Quercus
POINT (-77.002399868699996 38.925703231500002),2900 blk LINCOLN RD NE/franklin,5,Quercus phellos,Willow oak,,,Dead,Fagaceae,Quercus
POINT (-76.982161855200005 38.8868055007),200 BLK 16TH ST SE,6,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.025904424800004 38.898738992),700 BLOCK 10TH ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.015452738299999 38.913445829099999),302 FLORIDA AVE NW,5,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.041023898500001 38.902457573100001),1776 K ST NW/ MEDIAN,2,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.989622787299993 38.950781723799999),5010 SARGENT RD NE,5,Lagerstroemia indica,Crape myrtle,,,Fair,Lythraceae,Lagerstroemia
POINT (-77.029613493300005 38.952583209399997),5111 13TH ST NW,4,Acer platanoides,Norway maple,,,Poor,Aceraceae,Acer
POINT (-76.971659474199996 38.869534271900001),2338 R ST SE,8,Syringa reticulata,Lilac,,,Good,Oleaceae,Syringa
POINT (-76.961996875099999 38.933983166899999),opp 3607 EASTERN AVE NE/Monroe St,5,,,,,,,
POINT (-76.941617752599996 38.897582418100001),4212 FOOTE ST NE,7,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.928357075799994 38.901064984800001),830 50TH PL NE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.980221974700001 38.923405178800003),1709 DOUGLAS ST NE,5,Prunus cerasifera,Purple leaf plum,,,Fair,Rosaceae,Prunus
POINT (-77.0154909468 38.902454778200003),300 BLK K ST NW,6,Zelkova serrata,Japanese zelkova,,,Fair,Ulmaceae,Zelkova
POINT (-77.052407804400005 38.898560341200003),2425 VIRGINIA AVE NW,2,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.072386038900007 38.960363676699998),3743 KANAWHA ST NW,3,Prunus cerasifera,Purple leaf plum,,,Good,Rosaceae,Prunus
POINT (-76.973734236499993 38.847088314700002),OPP 2100 SAVANNAH ST SE,8,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-76.961045291600001 38.930385483099997),3108 Elm St NE/Walnut St,5,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
