xy,address,ward,scientific_name,common_name,disease,pests,condition,fam_name,genus_name
POINT (-77.006629133900006 38.945855837499998),opp 61 HAWAII AVE NE/allison,5,Carpinus betulus,Hornbeam (European) (Common),,,Good,Betulaceae,Carpinus
POINT (-76.974241882800001 38.931031225700004),opp 3211 22ND ST NE,5,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.977126024399993 38.924566454400001),1900 EVARTS ST NE,5,,,,,,,
POINT (-77.0321771248 38.927596658600002),1300 BLK COLUMBIA RD NW,1,Liquidambar styraciflua,Sweetgum,,,Excellent,,
POINT (-77.000758682200001 38.925665865799999),300 blk FRANKLIN ST NE,5,Ginkgo biloba,Ginkgo,,,Good,Ginkgoaceae,Ginkgo
POINT (-77.0009936302 38.925668247499999),opp 325 FRANKLIN ST NE,5,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.020054230599996 38.928535834900003),519 COLUMBIA RD NW,1,,,,,Excellent,Platanaceae,Platanus
POINT (-76.9846341099 38.925128040399997),1420 RHODE ISLAND AVE NE,5,Lagerstroemia indica,Crape myrtle,,,Excellent, ,Lagerstroemia
POINT (-77.036569158399999 38.929824683600003),3132 16TH ST NW,1,,,,,,,
POINT (-77.028600487700004 38.982286200499999),7600 BLK ALASKA AVE NW,4,,Redbud,,,Good,Fabaceae,Cercis
POINT (-76.9892010704 38.892497974),200 blk 12th pl ne,6,Lagerstroemia indica,Crape myrtle,,,Good,,
POINT (-77.019332288900003 38.959400239799997),426 MARIETTA PL NW,4,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-76.995437817500004 38.909692903500002),1400 blk BRENTWOOD PKWY NE,5,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-77.023679211200005 38.969983102299999),717 VAN BUREN ST NW,4,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.054198799900007 38.928377211200001),2901 CONNECTICUT AVE NW,1,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.982279666799997 38.885215236400001),OPP 302 16TH ST SE,6,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.0233905061 38.917687943600001),OPP 807 V ST NW,1,Other (See Notes),Other (See Notes),,,Excellent,Aceraceae,Acer
POINT (-77.076553201699994 38.966077590899999),3801 NORTHAMPTON ST NW,3,Acer ginnala,Amur maple,,,Good,Aceraceae,Acer
POINT (-77.069945604400004 38.9657698981),3528 NORTHAMPTON ST NW,3,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.067734125399994 38.913650551),3320 R ST NW,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.078608661 38.945609624299998),4300 40TH ST NW,3,Quercus lyrata,Overcup oak,,,Good,Fagaceae,Quercus
POINT (-76.965096472400006 38.862620540199998),2936 FORT BAKER DR SE,7,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-76.9899891739 38.932644644299998),1234 MONROE ST NE,5,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-76.942618718800006 38.867961941),1529 42ND ST SE,7,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-76.988435547899996 38.844388796700002),3200 13TH ST SE,8,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-76.942739449900003 38.906436135),4212 MARNE PL NE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.996757183300005 38.893630608),642 C ST NE,6,Metasequoia glyptostroboides,Dawn redwood,,,Good,Cupressaceae,Metasequoia
POINT (-76.970209668 38.935437595499998),3708 26th St NE/Otis St,5,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.029620096299993 38.940242087400001),4017 13TH ST NW,4,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.022009801099998 38.919161600800003),2200 BLK GEORGIA AVE NW,1,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.021653327799996 38.965509043600001),610 ROXBORO PL NW,4,Prunus 'Snow Goose',Cherry (Snowgoose),,,Dead,Rosaceae,Prunus
POINT (-77.026970947199999 38.918769352699996),2117 11TH ST NW,1,Quercus palustris,Pin oak,,,Excellent,Fagaceae,Quercus
POINT (-77.026061347500004 38.918212458399999),2100 10TH ST NW,1,Tilia cordata,Littleleaf linden,,,Excellent,Tiliaceae,Tilia
POINT (-77.025928008099996 38.918539962300002),2109 10TH ST NW,1,Tilia americana,American linden,,,Good,Aceraceae,Acer
POINT (-77.069765286600003 38.958324898400001),3620 INGOMAR PL NW,3,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.098129833 38.9509891111),4948 CHESAPEAKE ST NW,3,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.925245225899999 38.889768415200002),OPP 5314 EAST CAPITOL ST NE (MEDIAN),7,Ulmus americana 'Princeton',Princeton elm,Trunk Root,,Fair,Ulmaceae,Ulmus
POINT (-77.036442599 38.940079575799999),4002 16TH ST NW,4,Malus species,Crabapple,,,Good,Rosaceae,Malus
POINT (-77.067587291899997 38.968690034200002),3315 QUESADA ST NW,4,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.026783129500004 38.954069208900002),922 INGRAHAM ST NW,4,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.031046331200002 38.909239716599998),1311 RHODE ISLAND AVE NW,2,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.036117192700004 38.951824548600001),1508 GALLATIN ST NW,4,Other (See Notes),Other (See Notes),,,Dead,Null,Other
POINT (-77.035964576699996 38.951831746),1508 GALLATIN ST NW,4,Other (See Notes),Other (See Notes),,,Dead,Null,Other
POINT (-77.044761760599997 38.923002711199999),2512 CLIFFBOURNE PL NW,1,,,,,,Rosaceae,Pyrus
POINT (-76.965333105400006 38.935041720400001),3021 OTIS ST NE,5,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-76.965238505800002 38.935036925399999),3021 OTIS ST NE,5,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-76.977299440099998 38.869964917300003),1620 19TH ST SE,8,Cornus species,Dogwood,,,Good,Cornaceae,Cornus
POINT (-76.961302261200004 38.891459153600003),OPP 131 ANACOSTIA AVE NE,7,Pyrus calleryana 'Bradford',Bradford callery pear,,,Fair,Rosaceae,Pyrus
POINT (-76.994073091100006 38.9510643128),5038 8th St NE,5,,,,,,,
POINT (-77.069988504899996 38.958730277900003),5241 CHEVY CHASE PKWY NW,3,Quercus rubra,Red oak,Butt Rot,,Good,Fagaceae,Quercus
POINT (-77.085592898100003 38.960245107),5300 WISCONSIN AVE NW,3,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.000401606799997 38.892068606599999),400 CONSTITUTION AVE NE,6,Lagerstroemia indica,Crape myrtle,,,Fair,Lythraceae,Lagerstroemia
POINT (-77.0362904757 38.912564004799997),1500 BLK R ST NW,2,,,,,,,
POINT (-77.092485493500007 38.925179659500003),4809 DEXTER TERR NW,3,,,,,,Aceraceae,Acer
POINT (-77.001968956 38.9142921559),1803 3RD ST NE,5,,,,,,Aceraceae,
POINT (-77.037876653699996 38.943957867100004),1616 WEBSTER ST NW,4,Platanus x acerifolia 'Bloodgood',Bloodgood london plane tree,,,Good,Platanaceae,Platanus
POINT (-76.94045601099999 38.8813476264),614 CHAPLIN ST SE,7,Syringa reticulata,Lilac,,,Fair,Oleaceae,Syringa
POINT (-77.013813870299998 38.943239146700002),120 VARNUM ST NW,4,Carpinus betulus,Hornbeam (European) (Common),,Borer,Good,Betulaceae,Carpinus
POINT (-77.069677243300006 38.958992407099998),3638 JENIFER ST NW,3,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.075513445499993 38.943932293499998),3804 VEAZEY ST NW,3,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.027136303299997 38.925551070300003),2724 11TH ST NW,1,Platanus occidentalis,American sycamore,,,Good,Platanaceae,Platanus
POINT (-77.003214755 38.879357972299999),200 BLK I ST SE,6,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.968424533700002 38.930615353199997),2634 MYRTLE AVE NE,5,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.019333138299999 38.878349176599997),500 BLOCK K ST SW,6,Platanus occidentalis,American sycamore,,,Good,Platanaceae,Platanus
POINT (-77.018869119599998 38.958064953600001),419 MISSOURI AVE NW,4,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-76.995870435900002 38.946324799700001),722 BUCHANAN ST NE,5,Cercis species,Redbud,,,Excellent,Fabaceae,Cercis
POINT (-77.028240600700002 38.9297244021),1201 KENYON ST NW,1,Quercus nuttallii,Nuttall oak,,,Good,Fagaceae,Quercus
POINT (-77.006716380699999 38.945908531699999),opp 61 HAWAII AVE NE,5,Quercus prinus,Chestnut oak,,,Good,Fagaceae,Quercus
POINT (-77.034819546600005 38.937388564400003),1464 SPRING RD NW,1,Ginkgo biloba,Ginkgo,,,Excellent,Ginkgoaceae,Ginkgo
POINT (-77.035012381800001 38.937385239699999),1464 SPRING RD NW,1,Ginkgo biloba (female),Ginkgo (female),,,Excellent,Ginkgoaceae,Ginkgo
POINT (-77.034890478899996 38.937384854100003),1440 SPRING RD NW,1,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-77.035255969900007 38.937384744500001),1452 SPRING RD NW,1,Ginkgo biloba (female),Ginkgo (female),,,Good,Ginkgoaceae,Ginkgo
POINT (-76.939326784100004 38.888661886599998),4801 TEXAS AVE SE,7,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.981079079899999 38.924571350400001),opp 1619 EVARTS ST NE,5,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.98105469799999 38.924466474399999),1619 EVARTS ST NE,5,Syringa reticulata,Lilac,,,Good,Oleaceae,Syringa
POINT (-76.987042814199995 38.925590395900002),1325 FRANKLIN ST NE,5,Quercus shumardi,Shumard oak,,,Good,Fagaceae,Quercus
POINT (-76.991718946 38.930586215300004),1018 KEARNY ST NE,5,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.933910782500007 38.900709506600002),4600 BLK HUNT PL NE,7,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Excellent,Aceraceae,Acer
POINT (-77.097933453300001 38.951348903),4710 WESTERN AVE NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.019246353699998 38.946394515599998),437 BUCHANAN ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.086284577300006 38.929901664799999),3030 44TH ST NW,3,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Excellent,Hamamelidaceae,Liquidambar
POINT (-77.086145652799999 38.9300145638),3025 44TH ST NW,3,Prunus Okame,Okame cherry,,,Good,Rosaceae,Prunus
POINT (-77.086151089599994 38.930087668600002),3025 44TH ST NW,3,Prunus Okame,Okame cherry,,,Good,Rosaceae,Prunus
POINT (-77.086093289800004 38.933711793299999),3300 blk  44TH ST NW,3,Magnolia Species,Magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-77.086154997899996 38.928005737600003),2909 44TH ST NW,3,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.080530964800005 38.954659044099998),4100 FESSENDEN ST NW,3,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.926703096599994 38.889767947700001),OPP 5210 EAST CAPITOL ST NE (MEDIAN),7,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.04530258699999 38.934984074100001),2055 PARK RD NW,1,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.076224708599995 38.952397505900002),0 FORT DR NW,3,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.989027634099997 38.945303536799997),1200 blk ALLISON ST NE,5,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.028287389200003 38.968934025700001),1220 UNDERWOOD ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.008139583499997 38.965714515199998),6201 KANSAS AVE NE,4,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-77.000932257599999 38.889892588),322 EAST CAPITOL ST BN,6,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.981089385 38.851143812499998),3000 STANTON RD SE,8,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.939439867199994 38.888774864399998),4800  BLK TEXAS AVE SE,7,Prunus virginiana,Chokecherry,,,Good,Rosaceae,Prunus
POINT (-76.944129035399996 38.868888518799999),1400 BLK 41ST ST SE,7,Nyssa sylvatica,Tupelo,,,Dead,Nyssaceae,Nyssa
POINT (-76.944668992199993 38.869830544199999),OPP 1420 41ST ST SE,7,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-76.988659118 38.891826614),162 TENNESSEE AVE NE,6,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.098081951500006 38.935076668800001),4917 INDIAN LN NW,3,Lagerstroemia indica,Crape myrtle,,,Excellent,Lythraceae,Lagerstroemia
POINT (-77.002690108600007 38.8390142983),3600 BLK 2ND ST SE,8,,,,,,,
POINT (-76.994726346299998 38.893531834900003),801 C ST NE,6,Metasequoia glyptostroboides,Dawn redwood,,,Good,Cupressaceae,Metasequoia
POINT (-77.083403866500007 38.943228149900001),4221 VAN NESS ST NW,3,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.977146839400007 38.902584283),1825 MARYLAND AVE NE,5,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.025618134 38.954724258699997),5313 9TH ST NW,4,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.023857644800003 38.906454952099999),OPP 1226 9TH ST NW,2,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.043287277900006 38.992762442500002),1819 REDBUD LN NW,4,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.958470724600005 38.865417251),3323 U ST SE,7,Magnolia grandiflora,Southern magnolia,,,Fair,Magnoliaceae,Magnolia
POINT (-76.980213866699998 38.845625524),1614 SAVANNAH ST SE,8,Quercus imbricaria,Shingle oak,,,Good,Fagaceae,Quercus
POINT (-76.980277526500004 38.845483061400003),1615 SAVANNAH ST SE,8,Prunus Okame,Okame cherry,,,Good,Rosaceae,Prunus
POINT (-77.079881833399995 38.922709057500001),4015 CALVERT ST NW,3,Robinia pseudoacacia,Black locust,,,Poor,Fabaceae,Robinia
POINT (-76.996255209200001 38.877256961800001),1100 BLK 7TH ST SE,6,Styphnolobium japonicum,Japanese pagodatree,,,Good,Fabaceae,Styphnolobium
POINT (-76.934999819400005 38.910845039199998),1541 KENILWORTH AVE NE,7,Platanus occidentalis,American sycamore,,,Fair,Platanaceae,Platanus
POINT (-76.954177712700002 38.923853127500003),OPP 3641 COMMODORE JOSHUA BARNEY DR NE,5,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
