xy,address,ward,scientific_name,common_name,disease,pests,condition,fam_name,genus_name
POINT (-76.936163285199996 38.906021287199998),4519 MEADE ST NE,7,Tilia americana 'Redmond',Redmond American Linden,,,Excellent,Aceraceae,Tilia
POINT (-76.932075057700004 38.906135517300001),OPP 4835 MEADE ST NE,7,Acer rubrum,Red maple,Trunk Root,Scale,Poor,Aceraceae,Acer
POINT (-76.993041163100003 38.902581959400003),916 K ST NE,6,,,,,,Fagaceae,Quercus
POINT (-76.991808382399995 38.839746705),3430 10TH PL SE,8,,,,,,,
POINT (-77.102656621799994 38.946980185100003),4200 DALECARLIA PKWY NW,3,Other (See Notes),Other (See Notes),,,Excellent,Fabaceae,Cercis
POINT (-77.102424281200001 38.947267564699999),4200 DALECARLIA PKWY NW,3,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-77.102359739400001 38.947333656600001),4200 DALECARLIA PKWY NW,3,Cercis canadensis,Eastern redbud,,,Excellent,Fabaceae,Cercis
POINT (-77.102316059299994 38.947384604200003),4200 DALECARLIA PKWY NW,3,Lagerstroemia indica,Eastern redbud,,,Excellent,Fabaceae,Cercis
POINT (-77.102264904799995 38.947451289900002),4200 DALECARLIA PKWY NW,3,Lagerstroemia indica,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-77.102073397500007 38.947669554299999),4200 DALECARLIA PKWY NW,3,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-77.1020315743 38.947720482699999),4200 DALECARLIA PKWY NW,3,Amelanchier canadensis,Eastern redbud,,,Excellent,Fabaceae,Cercis
POINT (-77.101996726 38.947765952300003),4200 DALECARLIA PKWY NW,3,Other (See Notes),Other (See Notes),,,Excellent,Lythraceae,
POINT (-77.101947925199994 38.947820522),4200 DALECARLIA PKWY NW,3,Other (See Notes),Other (See Notes),,,Excellent,Lythraceae,
POINT (-77.101817792099993 38.947967858399998),4200 DALECARLIA PKWY NW,3,Other (See Notes),Other (See Notes),,,Excellent,Cornaceae,Cornus
POINT (-77.018794200499997 38.9723051932),406 ASPEN ST NW,4,Other (See Notes),Hedge maple,,,Excellent,Aceraceae,Acer
POINT (-77.019559177399998 38.972308099800003),412 ASPEN ST NW,4,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.019382982400003 38.972308703899998),412 ASPEN ST NW,4,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.018837257900003 38.972307838100001),406 ASPEN ST NW,4,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.018678676700006 38.972307352199998),406 ASPEN ST NW,4,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.018298239299995 38.972306559300002),402 ASPEN ST NW,4,Prunus 'Snow Goose',Hedge maple,,,Good,Aceraceae,Acer
POINT (-76.981387342700003 38.896634814499997),1617 F ST NE,6,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.981513957299995 38.896634548100003),1613 F ST NE,6,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.920066193300002 38.899420311500002),5528 JAY ST NE,7,Cladrastis lutea,Yellowwood,,,Excellent,Fabaceae,Cladrastis
POINT (-77.038889282400007 38.946210062),4524 17TH ST NW,4,,,,,,Aceraceae,Acer
POINT (-76.912228156099999 38.892116581700002),201 62ND ST NE,7,Carya species,Hickory,,,Good,Juglandaceae,Carya
POINT (-76.916905319099996 38.897218241799997),5816 FOOTE ST NE,7,Zelkova serrata 'Green Vase',Japanese zelkova,,,Excellent,,
POINT (-76.916969833400003 38.8971053729),5817 FOOTE ST NE,7,Cladrastis lutea,Yellowwood,,,Excellent,,
POINT (-77.060237008599998 38.9227885301),2615 30TH ST NW,3,Prunus Okame,Okame cherry,,,Excellent,Rosaceae,Prunus
POINT (-76.983575485299994 38.882460409099998),508 15TH ST SE,6,,,,,,Fagaceae,Quercus
POINT (-77.013183799100005 38.870719395899997),100 BLK Q ST SW,,Quercus species,Oak,,,Good,,Quercus
POINT (-77.013076447200007 38.870713167200002),100 BLK Q ST SW,,Taxodium distichum,Bald cypress,,,Good,,Taxodium
POINT (-76.941812426599995 38.881978242899997),opp 543 HILLTOP TER SE,7,Quercus shumardi,Shumard oak,,,Excellent,Aceraceae,Quercus
POINT (-77.0744636891 38.95141518),4718 NEBRASKA AVE NW ,3,Prunus 'Snow Goose',Other (See Notes),,,Excellent,,
POINT (-76.995223377900004 38.89896443),724 G ST NE ,,Cornus florida,,,,Excellent,,
POINT (-76.9209195806 38.8913841416),200 BLK 56TH PL NE,7,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Excellent,Ulmaceae,Celtis
POINT (-76.920829583900002 38.8916241939),206 56TH PL NE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.038924871700004 38.907996503600003),1708 MASSACHUSETTS AVE NW,2,,,,,,,
POINT (-76.920406107299996 38.892800403800003),260 56TH PL NE,7,Prunus virginiana,Chokecherry,,,Fair,Rosaceae,Prunus
POINT (-77.021218144100004 38.967690764700002),opp 6409 6TH ST NW,4,Metasequoia glyptostroboides,Dawn redwood,,,Excellent,Cupressaceae,Metasequoia
POINT (-77.018295260299993 38.899109102499999),400 BLOCK G PL NW,2,Quercus macrocarpa,,,,Fair,Aceraceae,Acer
POINT (-77.06243566 38.940831465499997),3016 TILDEN ST NW,3,Quercus nuttallii,Nuttall oak,,,Excellent,,
POINT (-77.062821098300006 38.9407749545),3020 TILDEN ST NW,3,Quercus nuttallii,Nuttall oak,,,Excellent,,
POINT (-77.030879408499999 38.907672605899997),1306 VERMONT AVE NW,2,Cercis canadensis,,,,Excellent,,
POINT (-77.0308016245 38.9077957497),1308 VERMONT AVE NW,2,Cercis canadensis,,,,Excellent,,
POINT (-77.063836944900004 38.924540821599997),2701 32ND ST NW,3,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Excellent,Null,Other
POINT (-77.03976678 38.986855368199997),7828 ORCHID ST NW,4,Quercus palustris,Pin oak,BLS,,Fair,Fagaceae,Quercus
POINT (-76.980418983199996 38.861849852900001),1739 GALEN ST SE,8,Prunus virginiana,Chokecherry,,,Good,Rosaceae,Prunus
POINT (-76.939057105100005 38.8792795982),4600 BLK ALABAMA AVE SE,7,,,,,,Fagaceae,Quercus
POINT (-77.037919312900002 38.910128377600003),"15th and 16th Sts., to P & Church Sts., NW",2,,,,,,,
POINT (-77.016260587600001 38.8993459661),700 BLOCK 4TH ST NW,2,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.01978447499999 38.978255992299999),506 fern pl nw,,Other (See Notes),Other (See Notes),,,Excellent,,
POINT (-77.016109512900002 38.898683266299997),705 4TH ST NW,2,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.000492947400005 38.8388994337),3400 4TH ST SE,8,,,,,,Fagaceae,Quercus
POINT (-76.99321378499999 38.863445099300002),2405 SHANNON PL SE,8,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.021818034099994 38.903716455),1019 7TH ST NW,2,Quercus lyrata,,,,Excellent,Ulmaceae,Ulmus
POINT (-77.092681946400006 38.951143460300003),4700 47TH ST NW,3,,,,,,,
POINT (-77.021822154299997 38.909025603400003),1400 BLK 7TH ST NW,6,Quercus phellos,Willow oak,,,Dead,Ulmaceae,Quercus
POINT (-76.981455061 38.869963197399997),1601 16TH STREET SE,8,,,,,,,
POINT (-77.036729561599998 38.900133144599998),1600 BLK H ST NW,2,Quercus bicolor,,,,Excellent,Fagaceae,Quercus
POINT (-76.942361650500004 38.908086342700003),4327 ANACOSTIA AVE NE,7,,Sugarberry,,,,Ulmaceae,Celtis
POINT (-77.025379726899999 38.922937622600003),2465 SHERMAN AVE NW MEDIAN,1,Other (See Notes),Other (See Notes),,,Excellent,Fabaceae,Cercis
POINT (-77.025390005 38.923041518799998),2300 BLK SHERMAN AVE NW (MEDIAN),1,Other (See Notes),Other (See Notes),,,Excellent,Fabaceae,Cercis
POINT (-77.025374650900005 38.922875753500001),2300 BLK SHERMAN AVE NW (MEDIAN),1,Other (See Notes),Other (See Notes),,,Excellent,Fabaceae,Cercis
POINT (-76.933134051600007 38.8947388307),4727 EADS ST NE,7,Parrotia persica,Persian Parrotia,,,Good,Hamamelidaceae,Parrotia
POINT (-76.981081181299999 38.940507704700003),4100 blk S. DAKOTA AVE NE,5,Carpinus betulus,Hornbeam (European) (Common),,,Good,Betulaceae,Carpinus
POINT (-76.980818782 38.9402669336),4100 blk S. DAKOTA AVE NE,5,Carpinus betulus,Hornbeam (European) (Common),,,Good,Betulaceae,Carpinus
POINT (-76.995463607900007 38.862755040400003),1000 BLK HOWARD RD SE,8,,,,,,,
POINT (-76.969431614200005 38.874316826399998),2500 BLK BURNS ST SE,7,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.979796711099993 38.897229192799998),600 blk 17th st ne ,6,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-76.979839284099995 38.8970499522),600 blk 17th st ne (located behind sidewalk) ,6,Other (See Notes),Other (See Notes),,,Excellent,Piceae,Pinus
POINT (-77.069474552399996 38.9127721248),"3500 R St NW,(DUKE ELLINGTON HS)",2,Acer rubrum,Other (See Notes),,,Good,,
POINT (-77.069628393499997 38.912789868399997),3500 R St NW (DUKE ELLINGTON HS),2,Acer rubrum,Other (See Notes),,,Fair,,
POINT (-77.069781279300003 38.913000658599998),3500 R St NW (DUKE ELLINGTON HS),2,Acer rubrum,Other (See Notes),,,Fair,,
POINT (-77.069587494100006 38.912858077700001),3500 R ST NW (Duke Ellington HS),2,Acer rubrum,Sugar maple,,,Dead,,Acer
POINT (-77.069697360500001 38.912897478700003),3500 R ST NW (Duke Ellington HS),2,Acer rubrum,Sugar maple,,,Fair,,Acer
POINT (-77.069750357499998 38.912945192800002),3500 R ST NW (Duke Ellington HS),2,Acer rubrum,Sugar maple,,,Fair,,Acer
POINT (-77.011676262600005 38.9055176448),Sursum corda interior,,Quercus phellos,Other (See Notes),,,Good,,
POINT (-77.011035437 38.905479637900001),Sursum corda interior,,Quercus phellos,Other (See Notes),,,Good,,
POINT (-77.010224107100001 38.9038654282),Sursum corda interior,,Morus alba,Other (See Notes),,,Fair,,
POINT (-77.010079610800005 38.904224042400003),Sursum corda interior,,Acer platanoides,Other (See Notes),,,Poor,,
POINT (-77.006333267800002 38.935821203099998),SCALE GATE RD NW,5,Pinus taeda,Loblolly Pine,,,Good,Pinaceae,Pinus
POINT (-77.006415859800001 38.9359356828),SCALE GATE RD NW,5,Pinus taeda,Loblolly Pine,,,Good,Pinaceae,Pinus
POINT (-77.006351853400005 38.935874413),SCALE GATE RD NW,5,Pinus taeda,Loblolly Pine,,,Good,Pinaceae,Pinus
POINT (-76.988078942599998 38.953091497599999),1300 blk Galloway St NE,5,,,,,, ,
POINT (-76.940657737899997 38.894969892200002),4235 DIX ST NE,7,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Acer
POINT (-76.940448744199998 38.894946286500002),4239 DIX ST NE,7,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-76.941458294300006 38.895071041800001),4209 DIX ST NE,7,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,
POINT (-76.939917113700005 38.894882658599997),4253 DIX ST NE,7,Cercis canadensis,Eastern redbud,,,Dead,Fabaceae,Cercis
POINT (-77.021646232600006 38.950922109899999),658 Farragut St NW,4,Tilia tomentosa,Silver linden,,,Good,Tiliaceae,Tilia
POINT (-76.940931782899995 38.895008938300002),4227 DIX ST NE,7,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,
POINT (-76.940740966199996 38.894985332099999),4235 DIX ST NE,7,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-76.98792547 38.9530411223),1300 blk Galloway St NE,5,,,,,, ,
POINT (-76.987795801900006 38.952996530599997),1300 blk Galloway St NE,5,,,,,, ,
POINT (-76.940223331599995 38.894921306699999),4243 DIX ST NE,7,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Acer
POINT (-77.0365106422 38.9535009652),5200 BLK 16TH ST NW,4,Tilia species,Other (See Notes),,,Good,,
POINT (-77.062891432800001 38.93654968),3041 ORDWAY ST NW,,Quercus rubra,Other (See Notes),,,Dead,,
POINT (-77.068918157799999 38.947318968099999),3537 ALTON PL NW,3,Acer rubrum,Other (See Notes),Ganoderma Root Rot,,Poor,,
POINT (-77.024352166100002 38.950835494800003),802 FARRAGUT ST NW,4,Platanus x acerifolia,Other (See Notes),,,Good,,
POINT (-77.010873536899993 38.820126368799997),4702 MARTIN LUTHER KING JR AVE SW,8,Tilia americana,American linden,,,Good,Tiliaceae,Tilia
POINT (-76.997262202200005 38.879467446200003),600 BLK VIRGINIA AVE SE,6,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-76.997660436900006 38.879573281200003),600 BLK VIRGINIA AVE SE (freeway embankment),6,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,
POINT (-76.997567739100006 38.879546584400003),600 BLK VIRGINIA AVE SE (freeway embankment),6,Prunus Okame,Okame cherry,,,Good,Rosaceae,Prunus
POINT (-76.997765332 38.879599978199998),600 BLK VIRGINIA AVE SE (freeway embankment),6,Prunus Okame,Okame cherry,,,Good,Rosaceae,Prunus
POINT (-76.998057453200005 38.879674347799998),600 BLK VIRGINIA AVE SE (freeway embankment),6,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-76.997139011800002 38.8794374115),600 BLK VIRGINIA AVE SE (freeway embankment),6,Juniperus virginiana,,,,Good,,
POINT (-76.996749926299998 38.879336342),600 BLK VIRGINIA AVE SE (freeway embankment),6,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,
POINT (-76.992590520600004 38.881545836500003),500 BLK 10TH ST SE,6,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Good,Hamamelidaceae,Liquidambar
POINT (-76.996746199 38.879148812099999),,6,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-76.997035336899998 38.879409760599998),600 BLK VIRGINIA AVE SE (freeway embankment),6,Prunus virginiana,Chokecherry,,,Good,Rosaceae,Prunus
POINT (-76.996845063199999 38.879359226),600 BLK VIRGINIA AVE SE,6,Prunus species,Other (See Notes),,,Good,Null,Other
POINT (-76.932032145199997 38.8815644867),OPP 4951 G ST SE,7,Prunus virginiana,Chokecherry,,,Good,,
POINT (-76.932164926499993 38.881636502299997),OPP 4951 G ST SE,7,Prunus virginiana,Chokecherry,,,Good,,
POINT (-77.000088612699997 38.844643894199997),337 PARKLAND PL SE,8,,,,,,,
POINT (-76.998574498500005 38.906206413500001),6th and Florida,6,Other (See Notes),Other (See Notes),,,Excellent,,
POINT (-77.000282759900003 38.844642527799998),333 PARKLAND PL SE,8,,,,,,,
POINT (-76.988130718099995 38.890741687199998),1300 blk North Carolina Ave NE,6,Lagerstroemia indica,Other (See Notes),,,Good,,
POINT (-76.987905906199998 38.8906866747),1313 North Carolina Ave Ne,,Other (See Notes),Other (See Notes),,,Excellent,,
POINT (-76.993503776699995 38.884656121299997),900 SOUTH CAROLINA AVE SE,6,,,,,,,
POINT (-76.929483289100006 38.894954542800001),320 50TH ST NE,7,Gymnocladus dioicus,Kentucky coffeetree,,,Fair,Fabaceae,Gymnocladus
POINT (-76.937827582899999 38.892150844900002),204 45TH ST NE,7,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Gymnocladus
POINT (-76.928354905299997 38.895858783),5023 FITCH PL NE,7,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Cladrastis
POINT (-76.928312893500006 38.895781498600002),5025 FITCH PL NE,7,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-76.928100062400006 38.89679679),524 50TH PL NE,7,Gymnocladus dioicus,Kentucky coffeetree,,,,Fabaceae,Gymnocladus
POINT (-76.927131818199996 38.896672007100001),535 51ST ST NE,7,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-76.927412741699996 38.896538619799998),OPP 533 50TH ST NE,7,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-76.958990787299996 38.890661049099997),3338 AMES ST NE,7,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-76.996239098 38.891038119),100 7TH ST NE,6,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.9961076158 38.8911352278),OPP 102 7TH ST NE,6,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.021009060099999 38.8831806918),630 E ST SW,6,Quercus rubra,Red oak,Butt Rot,,Fair,Fagaceae,Quercus
POINT (-76.941706479499999 38.880971980699996),4325 GORMAN TER SE,7,Quercus lyrata,Overcup oak,,,Dead,Fagaceae,Quercus
POINT (-76.998243576199997 38.882780907399997),600 E ST SE,6,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.980717569800007 38.867944194800003),1800 BLK 17TH ST SE,8,Crataegus lavallei,Washington hawthorn,,,Good,Null,Other
POINT (-77.018167164100007 38.972299038499997),400 ASPEN ST NW,4,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.965655156300002 38.926574299),2800 BLK 30TH ST NE,5,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-77.091458502099997 38.949751634499997),4619 BRANDYWINE ST NW,3,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-76.963635412 38.854551967100001),2815 TERRACE RD SE,7,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-76.977324621700006 38.866096021799997),1912 U PL SE,8,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-76.982087646899998 38.896711073500001),1600 F ST NE,6,Platanus x acerifolia 'Bloodgood',Bloodgood london plane tree,,,Good,Platanaceae,Platanus
POINT (-77.070946500800005 38.926409356800001),2800 36TH ST NW,3,Prunus yedoensis,Yoshino cherry,,,Poor,Rosaceae,Prunus
POINT (-77.028568288599999 38.9387318534),1215 RANDOLPH ST NW,4,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.0189661263 38.965016511499996),413 RITTENHOUSE ST NW,4,Malus species,Southern magnolia,,,Excellent,Magnoliaceae,Magnolia
POINT (-77.018868310399995 38.965019107800003),413 RITTENHOUSE ST NW,4,Malus species,Arnold crabapple,,,Excellent,Rosaceae,Malus
POINT (-77.018786491599997 38.965019367499998),411 RITTENHOUSE ST NW,4,Malus species,Crabapple (Harvest Gold),,,Excellent,Rosaceae,Malus
POINT (-76.916839280399998 38.897106778100003),5817 FOOTE ST NE,7,Cladrastis lutea,Yellowwood,,,Excellent,,
POINT (-76.9172789653 38.8971016538),5801 FOOTE ST NE,7,Cercis canadensis,Redbud,,,Excellent,,
POINT (-76.978390185500004 38.8551144487),1817 GAINESVILLE ST SE,8,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-76.916723947600005 38.897206153500001),5822 FOOTE ST NE,7,Zelkova serrata 'Green Vase',Japanese zelkova,,,Excellent,,
POINT (-76.916992199500001 38.897213224799998),5812 FOOTE ST NE,7,Cercis canadensis,Redbud,,,Excellent,,
POINT (-77.011356614600004 38.880419722900001),"South Capitol & I Streets, SW (Park Tree)",6,,,,,,,
POINT (-76.978562329499994 38.8551132284),1817 GAINESVILLE ST SE,8,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-77.011151517100004 38.880420530800002),Unit BLK H ST SW,6,,,,,,,
POINT (-77.092914558800004 38.949645256899998),4700 BRANDYWINE ST NW,3,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.015066109900005 38.896616458899999),500 block 3RD ST NW,2,,,,,,Fagaceae,Quercus
POINT (-77.013754080699997 38.867131436400001),1900 BLK 2ND ST SW,6,,,,,,,
POINT (-76.99646606 38.838848339499997),3510 7TH ST SE,8,,,,,,Rosaceae,Prunus
POINT (-77.029785499 38.941705180699998),4124 13TH ST NW,4,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.996441691900003 38.838598072099998),3514 7TH ST SE,8,,,,,,Rosaceae,Prunus
POINT (-76.963634904499997 38.923054144799998),2500 blk 31ST ST NE/Channing St,5,,,,,,,
POINT (-77.011411511 38.955618918100001),51 MISSOURI AVE NW,4,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.951141037300005 38.899697861699998),3724 FRANKLIN D ROOSEVELT PL NE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.040936362599993 38.903820821499998),1743 L ST NW,2,Metasequoia glyptostroboides,Dawn redwood,,,Good,Cupressaceae,Metasequoia
POINT (-77.019752225800005 38.920250604700001),500 blk BRYANT ST NW,1,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.024046812799995 38.955438356899997),OPP 5401 8TH ST NW,4,Quercus coccinea,Oak,,,Good,Fagaceae,Quercus
POINT (-77.018104312700004 38.919401291200003),opp 400 W ST NW,1,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.963896152800004 38.9224278095),opp 3027 CHANNING ST NE,5,Other (See Notes),Other (See Notes),,,Excellent,Fagaceae,Quercus
POINT (-76.993607577099993 38.929939738100003),3213 9TH ST NE,5,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.002213981599994 38.835400436599997),213 MISSISSIPPI AVE SE,8,Lagerstroemia indica,Crape myrtle,,,Excellent,,Laburnum
POINT (-77.018536546199996 38.952007728700003),OPP 5037 KANSAS AVE NW,4,Zelkova serrata,Other (See Notes),,,Good,,
POINT (-76.980266859899999 38.920869140199997),1710 MONTANA AVE NE,5,Cladrastis lutea,Yellowwood,,,Excellent,Null,Cladrastis
POINT (-77.0570655999 38.909795054100002),1513 28TH ST NW,2,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-76.955243659800004 38.893343778899997),200 blk KENILWORTH AVE NE,7,,Yellowwood,,,,Platanaceae,Platanus
POINT (-76.990741696900002 38.895971410400001),1100 blk E St NE (in park),6,Ilex opaca,Other (See Notes),,,Good,,
POINT (-76.940168286200006 38.895733067),OPP 4247 EADS ST NE,7,Nyssa sylvatica,Tupelo,,,Fair,Nyssaceae,Nyssa
POINT (-76.9824997833 38.894834716600002),1530 D ST NE,6,Prunus virginiana,Chokecherry,,,Excellent,Rosaceae,Prunus
POINT (-76.986248061799998 38.8688145351),1323 RIDGE PL SE,8,,,,,,Cornaceae,Cornus
POINT (-77.108179571099996 38.933886571599999),5260 PARTRIDGE LN NW,3,Carya species,Red maple,,,Good,Aceraceae,Acer
POINT (-77.020505691699995 38.921196895),500 COLLEGE ST NW,1,Zelkova serrata,Japanese zelkova,,,Excellent,Ulmaceae,Zelkova
POINT (-77.0175917758 38.9193566127),256 W ST NW,1,Prunus 'Snow Goose',Cherry (Snowgoose),,,Good,Rosaceae,Prunus
POINT (-77.000557628099997 38.836767772199998),3700 BLK 4TH ST SE,8,Nyssa sylvatica,Tupelo,,,Excellent,,
POINT (-76.990969437800004 38.895674502399999),1100 blk E St NE (LOVEJOY park),6,Quercus imbricaria,Other (See Notes),,,Excellent,,
POINT (-77.0186492805 38.920259071799997),400  BRYANT ST NW,1,Zelkova serrata,Japanese zelkova,,,Excellent,Ulmaceae,Zelkova
